SubjNo,gender,Location,Exp,YOT,MOT,DOT,YOB,MOB,DOB,Age.Months,Age.yrs,Age,Eng. Mono,langs,WordType,List,question.number,Order,trial type,LabelType,TriadType,regularity,animacy,Correct,UnrelatedChoice,Direction,Sequence ,Exclude,Comments,
H063015-EL,F,MUS,JF,2015,6,30,2011,12,13,43,3.546575342,3,Yes,understands Spanish,Non-Polysemous,1A Backwards,A,,training,Same Label,,,,Yes,0,R,2,No,,
H063015-EL,F,MUS,JF,2015,6,30,2011,12,13,43,3.546575342,3,Yes,understands Spanish,Non-Polysemous,1A Backwards,B,,training,Different Label,,,,Yes,0,R,2,No,,
H063015-EL,F,MUS,JF,2015,6,30,2011,12,13,43,3.546575342,3,Yes,understands Spanish,Non-Polysemous,1A Backwards,12,1,critical,Different Label,Horse,,,No,1,R,1,No,,
H063015-EL,F,MUS,JF,2015,6,30,2011,12,13,43,3.546575342,3,Yes,understands Spanish,Non-Polysemous,1A Backwards,8,2,critical,Same Label,Glass,,,No,1,L,2,No,,
H063015-EL,F,MUS,JF,2015,6,30,2011,12,13,43,3.546575342,3,Yes,understands Spanish,Non-Polysemous,1A Backwards,4,3,critical,Different Label,Chicken,,,No,1,R,1,No,,
H063015-EL,F,MUS,JF,2015,6,30,2011,12,13,43,3.546575342,3,Yes,understands Spanish,Non-Polysemous,1A Backwards,11,4,critical,Same Label,Horse,,,Yes,0,R,1,No,,
H063015-EL,F,MUS,JF,2015,6,30,2011,12,13,43,3.546575342,3,Yes,understands Spanish,Non-Polysemous,1A Backwards,7,5,critical,Different Label,Glass,,,Yes,0,L,2,No,,
H063015-EL,F,MUS,JF,2015,6,30,2011,12,13,43,3.546575342,3,Yes,understands Spanish,Non-Polysemous,1A Backwards,3,6,critical,Same Label,Chicken,,,No,1,L,2,No,,
H063015-EL,F,MUS,JF,2015,6,30,2011,12,13,43,3.546575342,3,Yes,understands Spanish,Non-Polysemous,1A Backwards,10,7,critical,Different Label,Horse,,,Yes,0,L,2,No,,
H063015-EL,F,MUS,JF,2015,6,30,2011,12,13,43,3.546575342,3,Yes,understands Spanish,Non-Polysemous,1A Backwards,6,8,critical,Same Label,Glass,,,Yes,0,R,1,No,,
H063015-EL,F,MUS,JF,2015,6,30,2011,12,13,43,3.546575342,3,Yes,understands Spanish,Non-Polysemous,1A Backwards,2,9,critical,Different Label,Chicken,,,No,1,R,1,No,,
H063015-EL,F,MUS,JF,2015,6,30,2011,12,13,43,3.546575342,3,Yes,understands Spanish,Non-Polysemous,1A Backwards,9,10,critical,Same Label,Horse,,,No,1,L,2,No,,
H063015-EL,F,MUS,JF,2015,6,30,2011,12,13,43,3.546575342,3,Yes,understands Spanish,Non-Polysemous,1A Backwards,5,11,critical,Different Label,Glass,,,Yes,0,L,2,No,,
H063015-EL,F,MUS,JF,2015,6,30,2011,12,13,43,3.546575342,3,Yes,understands Spanish,Non-Polysemous,1A Backwards,1,12,critical,Same Label,Chicken,,,No,1,L,2,No,,
H070115-KM,M,MUS,JF,2015,7,1,2011,10,24,44,3.686986301,3,No,"Eng, Spanish",Polysemous,1A,A,,training,Same Label,,,,Yes,0,R,2,No,,
H070115-KM,M,MUS,JF,2015,7,1,2011,10,24,44,3.686986301,3,No,"Eng, Spanish",Polysemous,1A,B,,training,Different Label,,,,Yes,0,R,2,No,,
H070115-KM,M,MUS,JF,2015,7,1,2011,10,24,44,3.686986301,3,No,"Eng, Spanish",Polysemous,1A,1,1,critical,Same Label,Chicken,regular,animate,Yes,1,L,1,No,,
H070115-KM,M,MUS,JF,2015,7,1,2011,10,24,44,3.686986301,3,No,"Eng, Spanish",Polysemous,1A,5,2,critical,Different Label,Glass,irregular,inanimate,Yes,1,R,2,No,,
H070115-KM,M,MUS,JF,2015,7,1,2011,10,24,44,3.686986301,3,No,"Eng, Spanish",Polysemous,1A,9,3,critical,Same Label,Horse,regular,animate,No,0,R,2,No,,
H070115-KM,M,MUS,JF,2015,7,1,2011,10,24,44,3.686986301,3,No,"Eng, Spanish",Polysemous,1A,2,4,critical,Different Label,Chicken,regular,animate,Yes,1,R,2,No,,
H070115-KM,M,MUS,JF,2015,7,1,2011,10,24,44,3.686986301,3,No,"Eng, Spanish",Polysemous,1A,6,5,critical,Same Label,Glass,irregular,inanimate,No,0,R,2,No,,
H070115-KM,M,MUS,JF,2015,7,1,2011,10,24,44,3.686986301,3,No,"Eng, Spanish",Polysemous,1A,10,6,critical,Different Label,Horse,regular,animate,Yes,1,R,2,No,,
H070115-KM,M,MUS,JF,2015,7,1,2011,10,24,44,3.686986301,3,No,"Eng, Spanish",Polysemous,1A,3,7,critical,Same Label,Chicken,regular,animate,Yes,1,L,1,No,,
H070115-KM,M,MUS,JF,2015,7,1,2011,10,24,44,3.686986301,3,No,"Eng, Spanish",Polysemous,1A,7,8,critical,Different Label,Glass,irregular,inanimate,Yes,1,R,2,No,,
H070115-KM,M,MUS,JF,2015,7,1,2011,10,24,44,3.686986301,3,No,"Eng, Spanish",Polysemous,1A,11,9,critical,Same Label,Horse,regular,animate,No,0,R,2,No,,
H070115-KM,M,MUS,JF,2015,7,1,2011,10,24,44,3.686986301,3,No,"Eng, Spanish",Polysemous,1A,4,10,critical,Different Label,Chicken,regular,animate,Yes,1,R,2,No,,
H070115-KM,M,MUS,JF,2015,7,1,2011,10,24,44,3.686986301,3,No,"Eng, Spanish",Polysemous,1A,8,11,critical,Same Label,Glass,irregular,inanimate,Yes,1,L,1,No,,
H070115-KM,M,MUS,JF,2015,7,1,2011,10,24,44,3.686986301,3,No,"Eng, Spanish",Polysemous,1A,12,12,critical,Different Label,Horse,regular,animate,Yes,1,R,2,No,,
H070115-NS,F,MUS,JF,2015,7,1,2011,3,14,52,4.297716895,4,Yes,0,Polysemous,1B Backwards,A,,training,Same Label,,,,Yes,0,R,2,No,,
H070115-NS,F,MUS,JF,2015,7,1,2011,3,14,52,4.297716895,4,Yes,0,Polysemous,1B Backwards,B,,training,Different Label,,,,Yes,0,R,2,No,,
H070115-NS,F,MUS,JF,2015,7,1,2011,3,14,52,4.297716895,4,Yes,0,Polysemous,1B Backwards,12,1,critical,Same Label,Horse,regular,animate,Yes,1,L,1,No,,
H070115-NS,F,MUS,JF,2015,7,1,2011,3,14,52,4.297716895,4,Yes,0,Polysemous,1B Backwards,8,2,critical,Different Label,Glass,irregular,inanimate,Yes,1,R,2,No,Pointed at plastic first then at cup accidentally (reverse order) ,
H070115-NS,F,MUS,JF,2015,7,1,2011,3,14,52,4.297716895,4,Yes,0,Polysemous,1B Backwards,4,3,critical,Same Label,Chicken,regular,animate,Yes,1,L,1,No,,
H070115-NS,F,MUS,JF,2015,7,1,2011,3,14,52,4.297716895,4,Yes,0,Polysemous,1B Backwards,11,4,critical,Different Label,Horse,regular,animate,Yes,1,R,2,No,,
H070115-NS,F,MUS,JF,2015,7,1,2011,3,14,52,4.297716895,4,Yes,0,Polysemous,1B Backwards,7,5,critical,Same Label,Glass,irregular,inanimate,No,0,R,2,No,,
H070115-NS,F,MUS,JF,2015,7,1,2011,3,14,52,4.297716895,4,Yes,0,Polysemous,1B Backwards,3,6,critical,Different Label,Chicken,regular,animate,Yes,1,R,2,No,,
H070115-NS,F,MUS,JF,2015,7,1,2011,3,14,52,4.297716895,4,Yes,0,Polysemous,1B Backwards,10,7,critical,Same Label,Horse,regular,animate,Yes,1,L,1,No,,
H070115-NS,F,MUS,JF,2015,7,1,2011,3,14,52,4.297716895,4,Yes,0,Polysemous,1B Backwards,6,8,critical,Different Label,Glass,irregular,inanimate,No,0,L,1,No,,
H070115-NS,F,MUS,JF,2015,7,1,2011,3,14,52,4.297716895,4,Yes,0,Polysemous,1B Backwards,2,9,critical,Same Label,Chicken,regular,animate,Yes,1,L,1,No,,
H070115-NS,F,MUS,JF,2015,7,1,2011,3,14,52,4.297716895,4,Yes,0,Polysemous,1B Backwards,9,10,critical,Different Label,Horse,regular,animate,Yes,1,R,2,No,,
H070115-NS,F,MUS,JF,2015,7,1,2011,3,14,52,4.297716895,4,Yes,0,Polysemous,1B Backwards,5,11,critical,Same Label,Glass,irregular,inanimate,No,0,R,2,No,,
H070115-NS,F,MUS,JF,2015,7,1,2011,3,14,52,4.297716895,4,Yes,0,Polysemous,1B Backwards,1,12,critical,Different Label,Chicken,regular,animate,Yes,1,R,2,No,,
H070115-RR,F,MUS,JF,2015,7,1,2010,11,24,55,4.603652968,4,Yes,0,Polysemous,1A Backwards,A,,training,Same Label,,,,Yes,0,R,2,No,,
H070115-RR,F,MUS,JF,2015,7,1,2010,11,24,55,4.603652968,4,Yes,0,Polysemous,1A Backwards,B,,training,Different Label,,,,Yes,0,R,2,No,,
H070115-RR,F,MUS,JF,2015,7,1,2010,11,24,55,4.603652968,4,Yes,0,Polysemous,1A Backwards,12,1,critical,Different Label,Horse,regular,animate,Yes,1,L,1,No,,
H070115-RR,F,MUS,JF,2015,7,1,2010,11,24,55,4.603652968,4,Yes,0,Polysemous,1A Backwards,8,2,critical,Same Label,Glass,irregular,inanimate,Yes,1,R,2,No,,
H070115-RR,F,MUS,JF,2015,7,1,2010,11,24,55,4.603652968,4,Yes,0,Polysemous,1A Backwards,4,3,critical,Different Label,Chicken,regular,animate,Yes,1,L,1,No,,
H070115-RR,F,MUS,JF,2015,7,1,2010,11,24,55,4.603652968,4,Yes,0,Polysemous,1A Backwards,11,4,critical,Same Label,Horse,regular,animate,Yes,1,R,2,No,,
H070115-RR,F,MUS,JF,2015,7,1,2010,11,24,55,4.603652968,4,Yes,0,Polysemous,1A Backwards,7,5,critical,Different Label,Glass,irregular,inanimate,Yes,1,L,1,No,,
H070115-RR,F,MUS,JF,2015,7,1,2010,11,24,55,4.603652968,4,Yes,0,Polysemous,1A Backwards,3,6,critical,Same Label,Chicken,regular,animate,Yes,1,R,2,No,,
H070115-RR,F,MUS,JF,2015,7,1,2010,11,24,55,4.603652968,4,Yes,0,Polysemous,1A Backwards,10,7,critical,Different Label,Horse,regular,animate,Yes,1,L,1,No,,
H070115-RR,F,MUS,JF,2015,7,1,2010,11,24,55,4.603652968,4,Yes,0,Polysemous,1A Backwards,6,8,critical,Same Label,Glass,irregular,inanimate,No,0,L,1,No,,
H070115-RR,F,MUS,JF,2015,7,1,2010,11,24,55,4.603652968,4,Yes,0,Polysemous,1A Backwards,2,9,critical,Different Label,Chicken,regular,animate,Yes,1,L,1,No,,
H070115-RR,F,MUS,JF,2015,7,1,2010,11,24,55,4.603652968,4,Yes,0,Polysemous,1A Backwards,9,10,critical,Same Label,Horse,regular,animate,Yes,1,R,1,No,,
H070115-RR,F,MUS,JF,2015,7,1,2010,11,24,55,4.603652968,4,Yes,0,Polysemous,1A Backwards,5,11,critical,Different Label,Glass,irregular,inanimate,Yes,1,L,1,No,,
H070115-RR,F,MUS,JF,2015,7,1,2010,11,24,55,4.603652968,4,Yes,0,Polysemous,1A Backwards,1,12,critical,Same Label,Chicken,regular,animate,Yes,1,R,2,No,,
L070515-MD,F,MUS,JF,2015,7,5,2011,6,22,48,4.036757991,4,Yes,0,Non-Polysemous,1B,A,,training,Same Label, ,,,Yes,0,R,2,No,,
L070515-MD,F,MUS,JF,2015,7,5,2011,6,22,48,4.036757991,4,Yes,0,Non-Polysemous,1B,B,,training,Different Label,,,,Yes,0,R,2,No,,
L070515-MD,F,MUS,JF,2015,7,5,2011,6,22,48,4.036757991,4,Yes,0,Non-Polysemous,1B,1,1,critical,Different Label,Chicken,,,Yes,0,R,2,No,,
L070515-MD,F,MUS,JF,2015,7,5,2011,6,22,48,4.036757991,4,Yes,0,Non-Polysemous,1B,5,2,critical,Same Label,Glass,,,No,1,R,2,No,,
L070515-MD,F,MUS,JF,2015,7,5,2011,6,22,48,4.036757991,4,Yes,0,Non-Polysemous,1B,9,3,critical,Different Label,Horse,,,No,1,L,1,No,,
L070515-MD,F,MUS,JF,2015,7,5,2011,6,22,48,4.036757991,4,Yes,0,Non-Polysemous,1B,2,4,critical,Same Label,Chicken,,,No,1,R,2,No,,
L070515-MD,F,MUS,JF,2015,7,5,2011,6,22,48,4.036757991,4,Yes,0,Non-Polysemous,1B,6,5,critical,Different Label,Glass,,,Yes,0,R,2,No,,
L070515-MD,F,MUS,JF,2015,7,5,2011,6,22,48,4.036757991,4,Yes,0,Non-Polysemous,1B,10,6,critical,Same Label,Horse,,,Yes,0,L,1,No,,
L070515-MD,F,MUS,JF,2015,7,5,2011,6,22,48,4.036757991,4,Yes,0,Non-Polysemous,1B,3,7,critical,Different Label,Chicken,,,Yes,0,R,2,No,,
L070515-MD,F,MUS,JF,2015,7,5,2011,6,22,48,4.036757991,4,Yes,0,Non-Polysemous,1B,7,8,critical,Same Label,Glass,,,No,1,R,2,No,,
L070515-MD,F,MUS,JF,2015,7,5,2011,6,22,48,4.036757991,4,Yes,0,Non-Polysemous,1B,11,9,critical,Different Label,Horse,,,No,1,L,1,No,,
L070515-MD,F,MUS,JF,2015,7,5,2011,6,22,48,4.036757991,4,Yes,0,Non-Polysemous,1B,4,10,critical,Same Label,Chicken,,,No,1,R,2,No,,
L070515-MD,F,MUS,JF,2015,7,5,2011,6,22,48,4.036757991,4,Yes,0,Non-Polysemous,1B,8,11,critical,Different Label,Glass,,,Yes,0,R,2,No,,
L070515-MD,F,MUS,JF,2015,7,5,2011,6,22,48,4.036757991,4,Yes,0,Non-Polysemous,1B,12,12,critical,Same Label,Horse,,,Yes,0,L,1,No,,
SG070615-RV,M,MUS,JF,2015,7,6,2012,6,7,37,3.080593607,3,Yes,0,Non-Polysemous,1B Backwards,A,,training,Same Label,,,,No,1,L,1,No,,
SG070615-RV,M,MUS,JF,2015,7,6,2012,6,7,37,3.080593607,3,Yes,0,Non-Polysemous,1B Backwards,B,,training,Different Label,,,,No,1,L,1,No,,
SG070615-RV,M,MUS,JF,2015,7,6,2012,6,7,37,3.080593607,3,Yes,0,Non-Polysemous,1B Backwards,12,1,critical,Same Label,Horse,,,No,1,L,1,No,,
SG070615-RV,M,MUS,JF,2015,7,6,2012,6,7,37,3.080593607,3,Yes,0,Non-Polysemous,1B Backwards,8,2,critical,Different Label,Glass,,,Yes,0,L,1,No,,
SG070615-RV,M,MUS,JF,2015,7,6,2012,6,7,37,3.080593607,3,Yes,0,Non-Polysemous,1B Backwards,4,3,critical,Same Label,Chicken,,,No,1,L,1,No,,
SG070615-RV,M,MUS,JF,2015,7,6,2012,6,7,37,3.080593607,3,Yes,0,Non-Polysemous,1B Backwards,11,4,critical,Different Label,Horse,,,No,1,R,2,No,,
SG070615-RV,M,MUS,JF,2015,7,6,2012,6,7,37,3.080593607,3,Yes,0,Non-Polysemous,1B Backwards,7,5,critical,Same Label,Glass,,,No,1,L,1,No,,
SG070615-RV,M,MUS,JF,2015,7,6,2012,6,7,37,3.080593607,3,Yes,0,Non-Polysemous,1B Backwards,3,6,critical,Different Label,Chicken,,,No,1,R,2,No,,
SG070615-RV,M,MUS,JF,2015,7,6,2012,6,7,37,3.080593607,3,Yes,0,Non-Polysemous,1B Backwards,10,7,critical,Same Label,Horse,,,No,1,L,1,No,,
SG070615-RV,M,MUS,JF,2015,7,6,2012,6,7,37,3.080593607,3,Yes,0,Non-Polysemous,1B Backwards,6,8,critical,Different Label,Glass,,,Yes,0,L,1,No,,
SG070615-RV,M,MUS,JF,2015,7,6,2012,6,7,37,3.080593607,3,Yes,0,Non-Polysemous,1B Backwards,2,9,critical,Same Label,Chicken,,,No,1,L,1,No,,
SG070615-RV,M,MUS,JF,2015,7,6,2012,6,7,37,3.080593607,3,Yes,0,Non-Polysemous,1B Backwards,9,10,critical,Different Label,Horse,,,Yes,0,L,1,No,,
SG070615-RV,M,MUS,JF,2015,7,6,2012,6,7,37,3.080593607,3,Yes,0,Non-Polysemous,1B Backwards,5,11,critical,Same Label,Glass,,,No,1,L,1,No,,
SG070615-RV,M,MUS,JF,2015,7,6,2012,6,7,37,3.080593607,3,Yes,0,Non-Polysemous,1B Backwards,1,12,critical,Different Label,Chicken,,,No,1,R,2,No,,
SG070615-CC,F,MUS,JF,2015,7,6,2011,7,29,47,3.936986301,3,Yes,"Eng, some Spanish",Polysemous,1B,A,,training,Same Label,,,,No,1,L,1,No,,
SG070615-CC,F,MUS,JF,2015,7,6,2011,7,29,47,3.936986301,3,Yes,"Eng, some Spanish",Polysemous,1B,B,,training,Different Label,,,,Yes,0,R,2,No,,
SG070615-CC,F,MUS,JF,2015,7,6,2011,7,29,47,3.936986301,3,Yes,"Eng, some Spanish",Polysemous,1B,1,1,critical,Different Label,Chicken,regular,animate,Yes,1,L,1,No,,
SG070615-CC,F,MUS,JF,2015,7,6,2011,7,29,47,3.936986301,3,Yes,"Eng, some Spanish",Polysemous,1B,5,2,critical,Same Label,Glass,irregular,inanimate,Yes,1,R,2,No,,
SG070615-CC,F,MUS,JF,2015,7,6,2011,7,29,47,3.936986301,3,Yes,"Eng, some Spanish",Polysemous,1B,9,3,critical,Different Label,Horse,regular,animate,Yes,1,L,1,No,,
SG070615-CC,F,MUS,JF,2015,7,6,2011,7,29,47,3.936986301,3,Yes,"Eng, some Spanish",Polysemous,1B,2,4,critical,Same Label,Chicken,regular,animate,Yes,1,R,2,No,,
SG070615-CC,F,MUS,JF,2015,7,6,2011,7,29,47,3.936986301,3,Yes,"Eng, some Spanish",Polysemous,1B,6,5,critical,Different Label,Glass,irregular,inanimate,No,0,R,2,No,,
SG070615-CC,F,MUS,JF,2015,7,6,2011,7,29,47,3.936986301,3,Yes,"Eng, some Spanish",Polysemous,1B,10,6,critical,Same Label,Horse,regular,animate,Yes,1,R,2,No,,
SG070615-CC,F,MUS,JF,2015,7,6,2011,7,29,47,3.936986301,3,Yes,"Eng, some Spanish",Polysemous,1B,3,7,critical,Different Label,Chicken,regular,animate,No,0,R,2,No,,
SG070615-CC,F,MUS,JF,2015,7,6,2011,7,29,47,3.936986301,3,Yes,"Eng, some Spanish",Polysemous,1B,7,8,critical,Same Label,Glass,irregular,inanimate,Yes,1,R,2,No,,
SG070615-CC,F,MUS,JF,2015,7,6,2011,7,29,47,3.936986301,3,Yes,"Eng, some Spanish",Polysemous,1B,11,9,critical,Different Label,Horse,regular,animate,No,0,R,2,No,,
SG070615-CC,F,MUS,JF,2015,7,6,2011,7,29,47,3.936986301,3,Yes,"Eng, some Spanish",Polysemous,1B,4,10,critical,Same Label,Chicken,regular,animate,Yes,1,R,2,No,,
SG070615-CC,F,MUS,JF,2015,7,6,2011,7,29,47,3.936986301,3,Yes,"Eng, some Spanish",Polysemous,1B,8,11,critical,Different Label,Glass,irregular,inanimate,No,0,R,2,No,"experimenter pointed to cup first, then plastic (but with correct labels)",
SG070615-CC,F,MUS,JF,2015,7,6,2011,7,29,47,3.936986301,3,Yes,"Eng, some Spanish",Polysemous,1B,12,12,critical,Same Label,Horse,regular,animate,Yes,1,R,2,No,,
L070615-ZD,F,MUS,PP,2015,7,6,2011,1,25,53,4.447945205,4,Yes,0,Non-Polysemous,1A,A,,training,Same Label,,,,No,1,L,1,No,,
L070615-ZD,F,MUS,PP,2015,7,6,2011,1,25,53,4.447945205,4,Yes,0,Non-Polysemous,1A,B,,training,Different Label,,,,No,1,L,1,No,,
L070615-ZD,F,MUS,PP,2015,7,6,2011,1,25,53,4.447945205,4,Yes,0,Non-Polysemous,1A,1,1,critical,Same Label,Chicken,regular,animate,No,1,L,1,No,,
L070615-ZD,F,MUS,PP,2015,7,6,2011,1,25,53,4.447945205,4,Yes,0,Non-Polysemous,1A,5,2,critical,Different Label,Glass,irregular,inanimate,No,1,R,2,No,,
L070615-ZD,F,MUS,PP,2015,7,6,2011,1,25,53,4.447945205,4,Yes,0,Non-Polysemous,1A,9,3,critical,Same Label,Horse,regular,animate,Yes,0,L,2,No,"child said the horse has ""stripes""",
L070615-ZD,F,MUS,PP,2015,7,6,2011,1,25,53,4.447945205,4,Yes,0,Non-Polysemous,1A,2,4,critical,Different Label,Chicken,regular,animate,No,1,R,2,No,,
L070615-ZD,F,MUS,PP,2015,7,6,2011,1,25,53,4.447945205,4,Yes,0,Non-Polysemous,1A,6,5,critical,Same Label,Glass,irregular,inanimate,No,1,L,1,No,,
L070615-ZD,F,MUS,PP,2015,7,6,2011,1,25,53,4.447945205,4,Yes,0,Non-Polysemous,1A,10,6,critical,Different Label,Horse,regular,animate,No,1,L,2,No,,
L070615-ZD,F,MUS,PP,2015,7,6,2011,1,25,53,4.447945205,4,Yes,0,Non-Polysemous,1A,3,7,critical,Same Label,Chicken,regular,animate,No,1,L,1,No,,
L070615-ZD,F,MUS,PP,2015,7,6,2011,1,25,53,4.447945205,4,Yes,0,Non-Polysemous,1A,7,8,critical,Different Label,Glass,irregular,inanimate,No,1,L,2,No,,
L070615-ZD,F,MUS,PP,2015,7,6,2011,1,25,53,4.447945205,4,Yes,0,Non-Polysemous,1A,11,9,critical,Same Label,Horse,regular,animate,Yes,0,R,2,No,,
L070615-ZD,F,MUS,PP,2015,7,6,2011,1,25,53,4.447945205,4,Yes,0,Non-Polysemous,1A,4,10,critical,Different Label,Chicken,regular,animate,No,1,R,2,No,,
L070615-ZD,F,MUS,PP,2015,7,6,2011,1,25,53,4.447945205,4,Yes,0,Non-Polysemous,1A,8,11,critical,Same Label,Glass,irregular,inanimate,Yes,0,L,2,No,,
L070615-ZD,F,MUS,PP,2015,7,6,2011,1,25,53,4.447945205,4,Yes,0,Non-Polysemous,1A,12,12,critical,Different Label,Horse,regular,animate,No,1,R,2,No,,
L070715-GS,M,MUS,PP,2015,7,7,2011,5,28,49,4.10913242,4,Yes,0,Non-Polysemous,1B Backwards,A,,training,Same Label,,,,Yes,0,R,2,No,,
L070715-GS,M,MUS,PP,2015,7,7,2011,5,28,49,4.10913242,4,Yes,0,Non-Polysemous,1B Backwards,B,,training,Different Label,,,,No,1,L,1,No,,
L070715-GS,M,MUS,PP,2015,7,7,2011,5,28,49,4.10913242,4,Yes,0,Non-Polysemous,1B Backwards,12,1,critical,Same Label,Horse,,,Yes,0,R,2,No,,
L070715-GS,M,MUS,PP,2015,7,7,2011,5,28,49,4.10913242,4,Yes,0,Non-Polysemous,1B Backwards,8,2,critical,Different Label,Glass,,,No,1,R,2,No,,
L070715-GS,M,MUS,PP,2015,7,7,2011,5,28,49,4.10913242,4,Yes,0,Non-Polysemous,1B Backwards,4,3,critical,Same Label,Chicken,,,Yes,0,R,2,No,,
L070715-GS,M,MUS,PP,2015,7,7,2011,5,28,49,4.10913242,4,Yes,0,Non-Polysemous,1B Backwards,11,4,critical,Different Label,Horse,,,No,1,R,2,No,,
L070715-GS,M,MUS,PP,2015,7,7,2011,5,28,49,4.10913242,4,Yes,0,Non-Polysemous,1B Backwards,7,5,critical,Same Label,Glass,,,Yes,0,R,2,No,,
L070715-GS,M,MUS,PP,2015,7,7,2011,5,28,49,4.10913242,4,Yes,0,Non-Polysemous,1B Backwards,3,6,critical,Different Label,Chicken,,,No,1,R,2,No,,
L070715-GS,M,MUS,PP,2015,7,7,2011,5,28,49,4.10913242,4,Yes,0,Non-Polysemous,1B Backwards,10,7,critical,Same Label,Horse,,,Yes,0,R,2,No,,
L070715-GS,M,MUS,PP,2015,7,7,2011,5,28,49,4.10913242,4,Yes,0,Non-Polysemous,1B Backwards,6,8,critical,Different Label,Glass,,,No,1,R,2,No,,
L070715-GS,M,MUS,PP,2015,7,7,2011,5,28,49,4.10913242,4,Yes,0,Non-Polysemous,1B Backwards,2,9,critical,Same Label,Chicken,,,Yes,0,R,2,No,,
L070715-GS,M,MUS,PP,2015,7,7,2011,5,28,49,4.10913242,4,Yes,0,Non-Polysemous,1B Backwards,9,10,critical,Different Label,Horse,,,Yes,0,L,1,No,,
L070715-GS,M,MUS,PP,2015,7,7,2011,5,28,49,4.10913242,4,Yes,0,Non-Polysemous,1B Backwards,5,11,critical,Same Label,Glass,,,Yes,0,R,2,No,,
L070715-GS,M,MUS,PP,2015,7,7,2011,5,28,49,4.10913242,4,Yes,0,Non-Polysemous,1B Backwards,1,12,critical,Different Label,Chicken,,,No,1,R,2,No,,
L070715-TW,M,MUS,PP,2015,7,7,2011,3,15,52,4.311415525,4,Yes,"Eng, understands some Mandarin",Non-Polysemous,1B,A,,training,Same Label,,,,Yes,0,R,2,No,,
L070715-TW,M,MUS,PP,2015,7,7,2011,3,15,52,4.311415525,4,Yes,"Eng, understands some Mandarin",Non-Polysemous,1B,B,,training,Different Label,,,,Yes,0,R,2,No,,
L070715-TW,M,MUS,PP,2015,7,7,2011,3,15,52,4.311415525,4,Yes,"Eng, understands some Mandarin",Non-Polysemous,1B,1,1,critical,Different Label,Chicken,,,Yes,0,R,2,No,,
L070715-TW,M,MUS,PP,2015,7,7,2011,3,15,52,4.311415525,4,Yes,"Eng, understands some Mandarin",Non-Polysemous,1B,5,2,critical,Same Label,Glass,,,No,1,R,2,No,,
L070715-TW,M,MUS,PP,2015,7,7,2011,3,15,52,4.311415525,4,Yes,"Eng, understands some Mandarin",Non-Polysemous,1B,9,3,critical,Different Label,Horse,,,Yes,0,R,2,No,,
L070715-TW,M,MUS,PP,2015,7,7,2011,3,15,52,4.311415525,4,Yes,"Eng, understands some Mandarin",Non-Polysemous,1B,2,4,critical,Same Label,Chicken,,,No,1,R,2,No,"child said ""yeah"" after first part of critical question, but changed answer after exp. finished asking the question",
L070715-TW,M,MUS,PP,2015,7,7,2011,3,15,52,4.311415525,4,Yes,"Eng, understands some Mandarin",Non-Polysemous,1B,6,5,critical,Different Label,Glass,,,Yes,0,R,2,No,,
L070715-TW,M,MUS,PP,2015,7,7,2011,3,15,52,4.311415525,4,Yes,"Eng, understands some Mandarin",Non-Polysemous,1B,10,6,critical,Same Label,Horse,,,No,1,R,2,No,"child said ""yeah"" after first part of critical question, but changed answer after exp. finished asking the question",
L070715-TW,M,MUS,PP,2015,7,7,2011,3,15,52,4.311415525,4,Yes,"Eng, understands some Mandarin",Non-Polysemous,1B,3,7,critical,Different Label,Chicken,,,Yes,0,R,2,No,,
L070715-TW,M,MUS,PP,2015,7,7,2011,3,15,52,4.311415525,4,Yes,"Eng, understands some Mandarin",Non-Polysemous,1B,7,8,critical,Same Label,Glass,,,Yes,0,L,1,No,,
L070715-TW,M,MUS,PP,2015,7,7,2011,3,15,52,4.311415525,4,Yes,"Eng, understands some Mandarin",Non-Polysemous,1B,11,9,critical,Different Label,Horse,,,Yes,0,R,2,No,trial had to be redone because child was distracted by brother,
L070715-TW,M,MUS,PP,2015,7,7,2011,3,15,52,4.311415525,4,Yes,"Eng, understands some Mandarin",Non-Polysemous,1B,4,10,critical,Same Label,Chicken,,,No,1,R,2,No,,
L070715-TW,M,MUS,PP,2015,7,7,2011,3,15,52,4.311415525,4,Yes,"Eng, understands some Mandarin",Non-Polysemous,1B,8,11,critical,Different Label,Glass,,,No,1,L,1,No,,
L070715-TW,M,MUS,PP,2015,7,7,2011,3,15,52,4.311415525,4,Yes,"Eng, understands some Mandarin",Non-Polysemous,1B,12,12,critical,Same Label,Horse,,,No,1,R,2,No,,
H061215-KD,M,MUS,JF,2015,6,12,2011,4,26,50,4.128310502,4,Yes,0,Non-Polysemous,1B Backwards,A,,training,Same Label,,,,Yes,0,R,2,No,,
H061215-KD,M,MUS,JF,2015,6,12,2011,4,26,50,4.128310502,4,Yes,0,Non-Polysemous,1B Backwards,B,,training,Different Label,,,,Yes,0,R,2,No,,
H061215-KD,M,MUS,JF,2015,6,12,2011,4,26,50,4.128310502,4,Yes,0,Non-Polysemous,1B Backwards,12,1,critical,Same Label,Horse,,,Yes,0,R,2,No,experimenter pointed to wrong image the first time,
H061215-KD,M,MUS,JF,2015,6,12,2011,4,26,50,4.128310502,4,Yes,0,Non-Polysemous,1B Backwards,8,2,critical,Different Label,Glass,,,No,1,R,2,No,experimenter pointed to wrong image the first time,
