SubjNo,gender,Location,Exp,YOT,MOT,DOT,YOB,MOB,DOB,Age.Months,Age.yrs,Age,Eng. Mono,langs,WordType,List,question.number,Order,trial type,LabelType,TriadType,regularity,animacy,Correct,UnrelatedChoice,Direction,Sequence ,Exclude,Comments,
H061215-KD,M,MUS,JF,2015,6,12,2011,4,26,50,4.128310502,4,Yes,0,Non-Polysemous,1B Backwards,4,3,critical,Same Label,Chicken,,,Yes,0,R,2,No,,
H061215-KD,M,MUS,JF,2015,6,12,2011,4,26,50,4.128310502,4,Yes,0,Non-Polysemous,1B Backwards,11,4,critical,Different Label,Horse,,,No,1,R,2,No,,
H061215-KD,M,MUS,JF,2015,6,12,2011,4,26,50,4.128310502,4,Yes,0,Non-Polysemous,1B Backwards,7,5,critical,Same Label,Glass,,,No,1,L,1,No,,
H061215-KD,M,MUS,JF,2015,6,12,2011,4,26,50,4.128310502,4,Yes,0,Non-Polysemous,1B Backwards,3,6,critical,Different Label,Chicken,,,No,1,R,2,No,,
H061215-KD,M,MUS,JF,2015,6,12,2011,4,26,50,4.128310502,4,Yes,0,Non-Polysemous,1B Backwards,10,7,critical,Same Label,Horse,,,Yes,0,R,2,No,,
H061215-KD,M,MUS,JF,2015,6,12,2011,4,26,50,4.128310502,4,Yes,0,Non-Polysemous,1B Backwards,6,8,critical,Different Label,Glass,,,No,1,R,2,No,,
H061215-KD,M,MUS,JF,2015,6,12,2011,4,26,50,4.128310502,4,Yes,0,Non-Polysemous,1B Backwards,2,9,critical,Same Label,Chicken,,,Yes,0,R,2,No,,
H061215-KD,M,MUS,JF,2015,6,12,2011,4,26,50,4.128310502,4,Yes,0,Non-Polysemous,1B Backwards,9,10,critical,Different Label,Horse,,,Yes,0,L,1,No,,
H061215-KD,M,MUS,JF,2015,6,12,2011,4,26,50,4.128310502,4,Yes,0,Non-Polysemous,1B Backwards,5,11,critical,Same Label,Glass,,,Yes,0,R,2,No,,
H061215-KD,M,MUS,JF,2015,6,12,2011,4,26,50,4.128310502,4,Yes,0,Non-Polysemous,1B Backwards,1,12,critical,Different Label,Chicken,,,No,1,R,2,No,,
071015-ZG,M,LAB,JF,2015,7,10,2012,5,8,38,3.172146119,3,Yes,0,Polysemous,1B Backwards,A,,training,Same Label,,,,Yes,0,R,2,No,,
071015-ZG,M,LAB,JF,2015,7,10,2012,5,8,38,3.172146119,3,Yes,0,Polysemous,1B Backwards,B,,training,Different Label,,,,Yes,0,R,2,No,,
071015-ZG,M,LAB,JF,2015,7,10,2012,5,8,38,3.172146119,3,Yes,0,Polysemous,1B Backwards,12,1,critical,Same Label,Horse,regular,animate,No,0,R,2,No,,
071015-ZG,M,LAB,JF,2015,7,10,2012,5,8,38,3.172146119,3,Yes,0,Polysemous,1B Backwards,8,2,critical,Different Label,Glass,irregular,inanimate,Yes,1,R,2,No,,
071015-ZG,M,LAB,JF,2015,7,10,2012,5,8,38,3.172146119,3,Yes,0,Polysemous,1B Backwards,4,3,critical,Same Label,Chicken,regular,animate,No,0,R,2,No,,
071015-ZG,M,LAB,JF,2015,7,10,2012,5,8,38,3.172146119,3,Yes,0,Polysemous,1B Backwards,11,4,critical,Different Label,Horse,regular,animate,Yes,1,R,2,No,,
071015-ZG,M,LAB,JF,2015,7,10,2012,5,8,38,3.172146119,3,Yes,0,Polysemous,1B Backwards,7,5,critical,Same Label,Glass,irregular,inanimate,No,0,R,2,No,,
071015-ZG,M,LAB,JF,2015,7,10,2012,5,8,38,3.172146119,3,Yes,0,Polysemous,1B Backwards,3,6,critical,Different Label,Chicken,regular,animate,No,0,L,1,No,,
071015-ZG,M,LAB,JF,2015,7,10,2012,5,8,38,3.172146119,3,Yes,0,Polysemous,1B Backwards,10,7,critical,Same Label,Horse,regular,animate,No,0,R,2,No,,
071015-ZG,M,LAB,JF,2015,7,10,2012,5,8,38,3.172146119,3,Yes,0,Polysemous,1B Backwards,6,8,critical,Different Label,Glass,irregular,inanimate,Yes,1,R,2,No,,
071015-ZG,M,LAB,JF,2015,7,10,2012,5,8,38,3.172146119,3,Yes,0,Polysemous,1B Backwards,2,9,critical,Same Label,Chicken,regular,animate,No,0,R,2,No,,
071015-ZG,M,LAB,JF,2015,7,10,2012,5,8,38,3.172146119,3,Yes,0,Polysemous,1B Backwards,9,10,critical,Different Label,Horse,regular,animate,Yes,1,R,2,No,,
071015-ZG,M,LAB,JF,2015,7,10,2012,5,8,38,3.172146119,3,Yes,0,Polysemous,1B Backwards,5,11,critical,Same Label,Glass,irregular,inanimate,No,0,R,2,No,,
071015-ZG,M,LAB,JF,2015,7,10,2012,5,8,38,3.172146119,3,Yes,0,Polysemous,1B Backwards,1,12,critical,Different Label,Chicken,regular,animate,Yes,1,R,2,No,,
L071015-NC,M,MUS,PP,2015,7,10,2011,10,9,45,3.752739726,3,Yes,0,Non-Polysemous,1A,A,,training,Same Label,,,,Yes,0,R,2,No,,
L071015-NC,M,MUS,PP,2015,7,10,2011,10,9,45,3.752739726,3,Yes,0,Non-Polysemous,1A,B,,training,Different Label,,,,Yes,0,R,2,No,,
L071015-NC,M,MUS,PP,2015,7,10,2011,10,9,45,3.752739726,3,Yes,0,Non-Polysemous,1A,1,1,critical,Same Label,Chicken,,,No,1,L,1,No,,
L071015-NC,M,MUS,PP,2015,7,10,2011,10,9,45,3.752739726,3,Yes,0,Non-Polysemous,1A,5,2,critical,Different Label,Glass,,,Yes,0,L,1,No,,
L071015-NC,M,MUS,PP,2015,7,10,2011,10,9,45,3.752739726,3,Yes,0,Non-Polysemous,1A,9,3,critical,Same Label,Horse,,,No,1,R,1,No,,
L071015-NC,M,MUS,PP,2015,7,10,2011,10,9,45,3.752739726,3,Yes,0,Non-Polysemous,1A,2,4,critical,Different Label,Chicken,,,No,1,R,2,No,,
L071015-NC,M,MUS,PP,2015,7,10,2011,10,9,45,3.752739726,3,Yes,0,Non-Polysemous,1A,6,5,critical,Same Label,Glass,,,No,1,L,1,No,,
L071015-NC,M,MUS,PP,2015,7,10,2011,10,9,45,3.752739726,3,Yes,0,Non-Polysemous,1A,10,6,critical,Different Label,Horse,,,No,1,L,2,No,,
L071015-NC,M,MUS,PP,2015,7,10,2011,10,9,45,3.752739726,3,Yes,0,Non-Polysemous,1A,3,7,critical,Same Label,Chicken,,,Yes,0,R,2,No,,
L071015-NC,M,MUS,PP,2015,7,10,2011,10,9,45,3.752739726,3,Yes,0,Non-Polysemous,1A,7,8,critical,Different Label,Glass,,,No,1,R,1,No,,
L071015-NC,M,MUS,PP,2015,7,10,2011,10,9,45,3.752739726,3,Yes,0,Non-Polysemous,1A,11,9,critical,Same Label,Horse,,,No,1,L,1,No,,
L071015-NC,M,MUS,PP,2015,7,10,2011,10,9,45,3.752739726,3,Yes,0,Non-Polysemous,1A,4,10,critical,Different Label,Chicken,,,No,1,R,2,No,,
L071015-NC,M,MUS,PP,2015,7,10,2011,10,9,45,3.752739726,3,Yes,0,Non-Polysemous,1A,8,11,critical,Same Label,Glass,,,Yes,0,L,2,No,,
L071015-NC,M,MUS,PP,2015,7,10,2011,10,9,45,3.752739726,3,Yes,0,Non-Polysemous,1A,12,12,critical,Different Label,Horse,,,No,1,R,2,No,,
L071015-GS,F,MUS,PP,2015,7,10,2010,7,28,59,4.950684932,4,No,"English, Hebrew",Non-Polysemous,1A Backwards,A,,training,Same Label,,,,Yes,0,R,2,No,,
L071015-GS,F,MUS,PP,2015,7,10,2010,7,28,59,4.950684932,4,No,"English, Hebrew",Non-Polysemous,1A Backwards,B,,training,Different Label,,,,Yes,0,R,2,No,,
L071015-GS,F,MUS,PP,2015,7,10,2010,7,28,59,4.950684932,4,No,"English, Hebrew",Non-Polysemous,1A Backwards,12,1,critical,Different Label,Horse,,,Yes,0,L,2,No,,
L071015-GS,F,MUS,PP,2015,7,10,2010,7,28,59,4.950684932,4,No,"English, Hebrew",Non-Polysemous,1A Backwards,8,2,critical,Same Label,Glass,,,Yes,0,R,1,No,,
L071015-GS,F,MUS,PP,2015,7,10,2010,7,28,59,4.950684932,4,No,"English, Hebrew",Non-Polysemous,1A Backwards,4,3,critical,Different Label,Chicken,,,Yes,0,L,2,No,,
L071015-GS,F,MUS,PP,2015,7,10,2010,7,28,59,4.950684932,4,No,"English, Hebrew",Non-Polysemous,1A Backwards,11,4,critical,Same Label,Horse,,,No,1,L,2,No,,
L071015-GS,F,MUS,PP,2015,7,10,2010,7,28,59,4.950684932,4,No,"English, Hebrew",Non-Polysemous,1A Backwards,7,5,critical,Different Label,Glass,,,Yes,0,L,2,No,,
L071015-GS,F,MUS,PP,2015,7,10,2010,7,28,59,4.950684932,4,No,"English, Hebrew",Non-Polysemous,1A Backwards,3,6,critical,Same Label,Chicken,,,No,1,L,2,No,,
L071015-GS,F,MUS,PP,2015,7,10,2010,7,28,59,4.950684932,4,No,"English, Hebrew",Non-Polysemous,1A Backwards,10,7,critical,Different Label,Horse,,,Yes,0,L,2,No,,
L071015-GS,F,MUS,PP,2015,7,10,2010,7,28,59,4.950684932,4,No,"English, Hebrew",Non-Polysemous,1A Backwards,6,8,critical,Same Label,Glass,,,No,1,L,2,No,,
L071015-GS,F,MUS,PP,2015,7,10,2010,7,28,59,4.950684932,4,No,"English, Hebrew",Non-Polysemous,1A Backwards,2,9,critical,Different Label,Chicken,,,Yes,0,L,2,No,,
L071015-GS,F,MUS,PP,2015,7,10,2010,7,28,59,4.950684932,4,No,"English, Hebrew",Non-Polysemous,1A Backwards,9,10,critical,Same Label,Horse,,,Yes,0,R,1,No,,
L071015-GS,F,MUS,PP,2015,7,10,2010,7,28,59,4.950684932,4,No,"English, Hebrew",Non-Polysemous,1A Backwards,5,11,critical,Different Label,Glass,,,No,1,R,1,No,,
L071015-GS,F,MUS,PP,2015,7,10,2010,7,28,59,4.950684932,4,No,"English, Hebrew",Non-Polysemous,1A Backwards,1,12,critical,Same Label,Chicken,,,No,1,L,2,No,,
L071015-LW,M,MUS,JF,2015,7,10,2011,12,29,42,3.531278539,3,Yes,0,Non-Polysemous,1A Backwards,A,,training,Same Label,,,,No,1,L,1,No,,
L071015-LW,M,MUS,JF,2015,7,10,2011,12,29,42,3.531278539,3,Yes,0,Non-Polysemous,1A Backwards,B,,training,Different Label,,,,No,1,L,1,No,,
L071015-LW,M,MUS,JF,2015,7,10,2011,12,29,42,3.531278539,3,Yes,0,Non-Polysemous,1A Backwards,12,1,critical,Different Label,Horse,,,No,1,R,1,No,,
L071015-LW,M,MUS,JF,2015,7,10,2011,12,29,42,3.531278539,3,Yes,0,Non-Polysemous,1A Backwards,8,2,critical,Same Label,Glass,,,No,1,L,2,No,,
L071015-LW,M,MUS,JF,2015,7,10,2011,12,29,42,3.531278539,3,Yes,0,Non-Polysemous,1A Backwards,4,3,critical,Different Label,Chicken,,,No,1,R,1,No,,
L071015-LW,M,MUS,JF,2015,7,10,2011,12,29,42,3.531278539,3,Yes,0,Non-Polysemous,1A Backwards,11,4,critical,Same Label,Horse,,,Yes,0,R,1,No,"child said ""yeah"" after first part of critical question, then changed answer after exp finished question",
L071015-LW,M,MUS,JF,2015,7,10,2011,12,29,42,3.531278539,3,Yes,0,Non-Polysemous,1A Backwards,7,5,critical,Different Label,Glass,,,No,1,R,1,No,,
L071015-LW,M,MUS,JF,2015,7,10,2011,12,29,42,3.531278539,3,Yes,0,Non-Polysemous,1A Backwards,3,6,critical,Same Label,Chicken,,,No,1,L,2,No,"child said ""yeah"" after first part of critical question, then changed answer after exp finished question",
L071015-LW,M,MUS,JF,2015,7,10,2011,12,29,42,3.531278539,3,Yes,0,Non-Polysemous,1A Backwards,10,7,critical,Different Label,Horse,,,No,1,R,1,No,,
L071015-LW,M,MUS,JF,2015,7,10,2011,12,29,42,3.531278539,3,Yes,0,Non-Polysemous,1A Backwards,6,8,critical,Same Label,Glass,,,Yes,0,R,1,No,,
L071015-LW,M,MUS,JF,2015,7,10,2011,12,29,42,3.531278539,3,Yes,0,Non-Polysemous,1A Backwards,2,9,critical,Different Label,Chicken,,,Yes,0,L,2,No,,
L071015-LW,M,MUS,JF,2015,7,10,2011,12,29,42,3.531278539,3,Yes,0,Non-Polysemous,1A Backwards,9,10,critical,Same Label,Horse,,,Yes,0,R,1,No,,
L071015-LW,M,MUS,JF,2015,7,10,2011,12,29,42,3.531278539,3,Yes,0,Non-Polysemous,1A Backwards,5,11,critical,Different Label,Glass,,,No,1,R,1,No,,
L071015-LW,M,MUS,JF,2015,7,10,2011,12,29,42,3.531278539,3,Yes,0,Non-Polysemous,1A Backwards,1,12,critical,Same Label,Chicken,,,Yes,0,R,1,No,,
L071215-LG,M,MUS,JF,2015,7,12,2011,3,16,52,4.322374429,4,Yes,0,Polysemous,1A,A,,training,Same Label,,,,Yes,0,R,2,No,"general note: child thought that if things shared the same name, they must be related ",
L071215-LG,M,MUS,JF,2015,7,12,2011,3,16,52,4.322374429,4,Yes,0,Polysemous,1A,B,,training,Different Label,,,,Yes,0,R,2,No,,
L071215-LG,M,MUS,JF,2015,7,12,2011,3,16,52,4.322374429,4,Yes,0,Polysemous,1A,1,1,critical,Same Label,Chicken,regular,animate,No,0,R,2,No,,
L071215-LG,M,MUS,JF,2015,7,12,2011,3,16,52,4.322374429,4,Yes,0,Polysemous,1A,5,2,critical,Different Label,Glass,irregular,inanimate,No,0,L,1,No,,
L071215-LG,M,MUS,JF,2015,7,12,2011,3,16,52,4.322374429,4,Yes,0,Polysemous,1A,9,3,critical,Same Label,Horse,regular,animate,No,0,R,2,No,,
L071215-LG,M,MUS,JF,2015,7,12,2011,3,16,52,4.322374429,4,Yes,0,Polysemous,1A,2,4,critical,Different Label,Chicken,regular,animate,No,0,L,1,No,,
L071215-LG,M,MUS,JF,2015,7,12,2011,3,16,52,4.322374429,4,Yes,0,Polysemous,1A,6,5,critical,Same Label,Glass,irregular,inanimate,No,0,R,2,No,,
L071215-LG,M,MUS,JF,2015,7,12,2011,3,16,52,4.322374429,4,Yes,0,Polysemous,1A,10,6,critical,Different Label,Horse,regular,animate,Yes,1,R,2,No,,
L071215-LG,M,MUS,JF,2015,7,12,2011,3,16,52,4.322374429,4,Yes,0,Polysemous,1A,3,7,critical,Same Label,Chicken,regular,animate,No,0,R,2,No,,
L071215-LG,M,MUS,JF,2015,7,12,2011,3,16,52,4.322374429,4,Yes,0,Polysemous,1A,7,8,critical,Different Label,Glass,irregular,inanimate,No,0,L,1,No,,
L071215-LG,M,MUS,JF,2015,7,12,2011,3,16,52,4.322374429,4,Yes,0,Polysemous,1A,11,9,critical,Same Label,Horse,regular,animate,No,0,R,2,No,,
L071215-LG,M,MUS,JF,2015,7,12,2011,3,16,52,4.322374429,4,Yes,0,Polysemous,1A,4,10,critical,Different Label,Chicken,regular,animate,No,0,L,1,No,,
L071215-LG,M,MUS,JF,2015,7,12,2011,3,16,52,4.322374429,4,Yes,0,Polysemous,1A,8,11,critical,Same Label,Glass,irregular,inanimate,No,0,R,2,No,,
L071215-LG,M,MUS,JF,2015,7,12,2011,3,16,52,4.322374429,4,Yes,0,Polysemous,1A,12,12,critical,Different Label,Horse,regular,animate,No,0,L,1,No,,
PF071315-DS,F,MUS,RF,2015,7,13,2012,5,23,38,3.139269406,3,Yes,0,Polysemous,1B Backwards,A,,training,Same Label,,,,Yes,0,R,2,No,general side/order bias?,
PF071315-DS,F,MUS,RF,2015,7,13,2012,5,23,38,3.139269406,3,Yes,0,Polysemous,1B Backwards,B,,training,Different Label,,,,Yes,0,R,2,No,,
PF071315-DS,F,MUS,RF,2015,7,13,2012,5,23,38,3.139269406,3,Yes,0,Polysemous,1B Backwards,12,1,critical,Same Label,Horse,regular,animate,No,0,R,2,No,,
PF071315-DS,F,MUS,RF,2015,7,13,2012,5,23,38,3.139269406,3,Yes,0,Polysemous,1B Backwards,8,2,critical,Different Label,Glass,irregular,inanimate,Yes,1,R,2,No,,
PF071315-DS,F,MUS,RF,2015,7,13,2012,5,23,38,3.139269406,3,Yes,0,Polysemous,1B Backwards,4,3,critical,Same Label,Chicken,regular,animate,No,0,R,2,No,,
PF071315-DS,F,MUS,RF,2015,7,13,2012,5,23,38,3.139269406,3,Yes,0,Polysemous,1B Backwards,11,4,critical,Different Label,Horse,regular,animate,Yes,1,R,2,No,,
PF071315-DS,F,MUS,RF,2015,7,13,2012,5,23,38,3.139269406,3,Yes,0,Polysemous,1B Backwards,7,5,critical,Same Label,Glass,irregular,inanimate,No,0,R,2,No,,
PF071315-DS,F,MUS,RF,2015,7,13,2012,5,23,38,3.139269406,3,Yes,0,Polysemous,1B Backwards,3,6,critical,Different Label,Chicken,regular,animate,Yes,1,R,2,No,,
PF071315-DS,F,MUS,RF,2015,7,13,2012,5,23,38,3.139269406,3,Yes,0,Polysemous,1B Backwards,10,7,critical,Same Label,Horse,regular,animate,No,0,R,2,No,,
PF071315-DS,F,MUS,RF,2015,7,13,2012,5,23,38,3.139269406,3,Yes,0,Polysemous,1B Backwards,6,8,critical,Different Label,Glass,irregular,inanimate,Yes,1,R,2,No,,
PF071315-DS,F,MUS,RF,2015,7,13,2012,5,23,38,3.139269406,3,Yes,0,Polysemous,1B Backwards,2,9,critical,Same Label,Chicken,regular,animate,No,0,R,2,No,,
PF071315-DS,F,MUS,RF,2015,7,13,2012,5,23,38,3.139269406,3,Yes,0,Polysemous,1B Backwards,9,10,critical,Different Label,Horse,regular,animate,Yes,1,R,2,No,,
PF071315-DS,F,MUS,RF,2015,7,13,2012,5,23,38,3.139269406,3,Yes,0,Polysemous,1B Backwards,5,11,critical,Same Label,Glass,irregular,inanimate,No,0,R,2,No,,
PF071315-DS,F,MUS,RF,2015,7,13,2012,5,23,38,3.139269406,3,Yes,0,Polysemous,1B Backwards,1,12,critical,Different Label,Chicken,regular,animate,Yes,1,R,2,No,,
PF071315-JB,F,MUS,RF,2015,7,13,2012,1,6,42,3.519178082,3,Yes,0,Polysemous,1A Backwards,A,,training,Same Label,,,,Yes,0,R,2,No,general side/order bias?,
PF071315-JB,F,MUS,RF,2015,7,13,2012,1,6,42,3.519178082,3,Yes,0,Polysemous,1A Backwards,B,,training,Different Label,,,,Yes,0,R,2,No,,
PF071315-JB,F,MUS,RF,2015,7,13,2012,1,6,42,3.519178082,3,Yes,0,Polysemous,1A Backwards,12,1,critical,Different Label,Horse,regular,animate,No,0,R,2,No,,
PF071315-JB,F,MUS,RF,2015,7,13,2012,1,6,42,3.519178082,3,Yes,0,Polysemous,1A Backwards,8,2,critical,Same Label,Glass,irregular,inanimate,Yes,1,R,2,No,,
PF071315-JB,F,MUS,RF,2015,7,13,2012,1,6,42,3.519178082,3,Yes,0,Polysemous,1A Backwards,4,3,critical,Different Label,Chicken,regular,animate,No,0,R,2,No,,
PF071315-JB,F,MUS,RF,2015,7,13,2012,1,6,42,3.519178082,3,Yes,0,Polysemous,1A Backwards,11,4,critical,Same Label,Horse,regular,animate,Yes,1,R,2,No,,
PF071315-JB,F,MUS,RF,2015,7,13,2012,1,6,42,3.519178082,3,Yes,0,Polysemous,1A Backwards,7,5,critical,Different Label,Glass,irregular,inanimate,No,0,R,2,No,,
PF071315-JB,F,MUS,RF,2015,7,13,2012,1,6,42,3.519178082,3,Yes,0,Polysemous,1A Backwards,3,6,critical,Same Label,Chicken,regular,animate,Yes,1,R,2,No,,
PF071315-JB,F,MUS,RF,2015,7,13,2012,1,6,42,3.519178082,3,Yes,0,Polysemous,1A Backwards,10,7,critical,Different Label,Horse,regular,animate,No,0,R,2,No,,
PF071315-JB,F,MUS,RF,2015,7,13,2012,1,6,42,3.519178082,3,Yes,0,Polysemous,1A Backwards,6,8,critical,Same Label,Glass,irregular,inanimate,Yes,1,R,2,No,,
PF071315-JB,F,MUS,RF,2015,7,13,2012,1,6,42,3.519178082,3,Yes,0,Polysemous,1A Backwards,2,9,critical,Different Label,Chicken,regular,animate,No,0,R,2,No,,
PF071315-JB,F,MUS,RF,2015,7,13,2012,1,6,42,3.519178082,3,Yes,0,Polysemous,1A Backwards,9,10,critical,Same Label,Horse,regular,animate,No,0,L,2,No,,
PF071315-JB,F,MUS,RF,2015,7,13,2012,1,6,42,3.519178082,3,Yes,0,Polysemous,1A Backwards,5,11,critical,Different Label,Glass,irregular,inanimate,Yes,1,L,1,No,,
PF071315-JB,F,MUS,RF,2015,7,13,2012,1,6,42,3.519178082,3,Yes,0,Polysemous,1A Backwards,1,12,critical,Same Label,Chicken,regular,animate,Yes,1,R,2,No,,
L071715-WF,M,MUS,JF,2015,7,17,2012,6,13,37,3.094292237,3,Yes,0,Polysemous,1B,A,,training,Same Label,,,,Yes,0,R,2,No,,
L071715-WF,M,MUS,JF,2015,7,17,2012,6,13,37,3.094292237,3,Yes,0,Polysemous,1B,B,,training,Different Label,,,,Yes,0,R,2,No,,
L071715-WF,M,MUS,JF,2015,7,17,2012,6,13,37,3.094292237,3,Yes,0,Polysemous,1B,1,1,critical,Different Label,Chicken,regular,animate,Yes,1,L,1,No,,
L071715-WF,M,MUS,JF,2015,7,17,2012,6,13,37,3.094292237,3,Yes,0,Polysemous,1B,5,2,critical,Same Label,Glass,irregular,inanimate,Yes,1,R,2,No,,
L071715-WF,M,MUS,JF,2015,7,17,2012,6,13,37,3.094292237,3,Yes,0,Polysemous,1B,9,3,critical,Different Label,Horse,regular,animate,No,0,R,2,No,,
L071715-WF,M,MUS,JF,2015,7,17,2012,6,13,37,3.094292237,3,Yes,0,Polysemous,1B,2,4,critical,Same Label,Chicken,regular,animate,No,0,L,1,No,,
L071715-WF,M,MUS,JF,2015,7,17,2012,6,13,37,3.094292237,3,Yes,0,Polysemous,1B,6,5,critical,Different Label,Glass,irregular,inanimate,No,0,R,2,No,,
L071715-WF,M,MUS,JF,2015,7,17,2012,6,13,37,3.094292237,3,Yes,0,Polysemous,1B,10,6,critical,Same Label,Horse,regular,animate,Yes,1,R,2,No,,
L071715-WF,M,MUS,JF,2015,7,17,2012,6,13,37,3.094292237,3,Yes,0,Polysemous,1B,3,7,critical,Different Label,Chicken,regular,animate,Yes,1,L,1,No,,
L071715-WF,M,MUS,JF,2015,7,17,2012,6,13,37,3.094292237,3,Yes,0,Polysemous,1B,7,8,critical,Same Label,Glass,irregular,inanimate,Yes,1,R,2,No,"in critical question, said ""yeah"" to 1st option, but changed answer once 2nd option was stated",
L071715-WF,M,MUS,JF,2015,7,17,2012,6,13,37,3.094292237,3,Yes,0,Polysemous,1B,11,9,critical,Different Label,Horse,regular,animate,Yes,1,L,1,No,"child called the rocker a ""fake horse""",
L071715-WF,M,MUS,JF,2015,7,17,2012,6,13,37,3.094292237,3,Yes,0,Polysemous,1B,4,10,critical,Same Label,Chicken,regular,animate,No,0,L,1,No,,
L071715-WF,M,MUS,JF,2015,7,17,2012,6,13,37,3.094292237,3,Yes,0,Polysemous,1B,8,11,critical,Different Label,Glass,irregular,inanimate,Yes,1,L,1,No,,
L071715-WF,M,MUS,JF,2015,7,17,2012,6,13,37,3.094292237,3,Yes,0,Polysemous,1B,12,12,critical,Same Label,Horse,regular,animate,No,0,L,1,No,,
L071715-CL,F,MUS,JF,2015,7,17,2010,11,15,56,4.672146119,4,Yes,0,Non-Polysemous,1B Backwards,A,,training ,Same Label,,,,Yes,0,R,2,No,,
L071715-CL,F,MUS,JF,2015,7,17,2010,11,15,56,4.672146119,4,Yes,0,Non-Polysemous,1B Backwards,B,,training,Different Label,,,,Yes,0,R,2,No,,
L071715-CL,F,MUS,JF,2015,7,17,2010,11,15,56,4.672146119,4,Yes,0,Non-Polysemous,1B Backwards,12,1,critical,Same Label,Horse,,,Yes,0,R,2,No,,
L071715-CL,F,MUS,JF,2015,7,17,2010,11,15,56,4.672146119,4,Yes,0,Non-Polysemous,1B Backwards,8,2,critical,Different Label,Glass,,,No,1,R,2,No,,
L071715-CL,F,MUS,JF,2015,7,17,2010,11,15,56,4.672146119,4,Yes,0,Non-Polysemous,1B Backwards,4,3,critical,Same Label,Chicken,,,Yes,0,R,2,No,,
L071715-CL,F,MUS,JF,2015,7,17,2010,11,15,56,4.672146119,4,Yes,0,Non-Polysemous,1B Backwards,11,4,critical,Different Label,Horse,,,No,1,R,2,No,,
L071715-CL,F,MUS,JF,2015,7,17,2010,11,15,56,4.672146119,4,Yes,0,Non-Polysemous,1B Backwards,7,5,critical,Same Label,Glass,,,Yes,0,R,2,No,,
L071715-CL,F,MUS,JF,2015,7,17,2010,11,15,56,4.672146119,4,Yes,0,Non-Polysemous,1B Backwards,3,6,critical,Different Label,Chicken,,,No,1,R,2,No,,
L071715-CL,F,MUS,JF,2015,7,17,2010,11,15,56,4.672146119,4,Yes,0,Non-Polysemous,1B Backwards,10,7,critical,Same Label,Horse,,,Yes,0,R,2,No,,
L071715-CL,F,MUS,JF,2015,7,17,2010,11,15,56,4.672146119,4,Yes,0,Non-Polysemous,1B Backwards,6,8,critical,Different Label,Glass,,,No,1,R,2,No,,
L071715-CL,F,MUS,JF,2015,7,17,2010,11,15,56,4.672146119,4,Yes,0,Non-Polysemous,1B Backwards,2,9,critical,Same Label,Chicken,,,Yes,0,R,2,No,,
L071715-CL,F,MUS,JF,2015,7,17,2010,11,15,56,4.672146119,4,Yes,0,Non-Polysemous,1B Backwards,9,10,critical,Different Label,Horse,,,No,1,R,2,No,"in critical question, said ""yeah"" to 1st option, but changed answer once 2nd option was stated",
L071715-CL,F,MUS,JF,2015,7,17,2010,11,15,56,4.672146119,4,Yes,0,Non-Polysemous,1B Backwards,5,11,critical,Same Label,Glass,,,Yes,0,R,2,No,,
L071715-CL,F,MUS,JF,2015,7,17,2010,11,15,56,4.672146119,4,Yes,0,Non-Polysemous,1B Backwards,1,12,critical,Different Label,Chicken,,,No,1,R,2,No,,
L071715-CL(1),F,MUS,JF,2015,7,17,2011,4,27,51,4.22260274,4,No,"Eng, Korean",Non-Polysemous,1B,A,,training,Same Label,,,,Yes,0,R,2,No,,
L071715-CL(1),F,MUS,JF,2015,7,17,2011,4,27,51,4.22260274,4,No,"Eng, Korean",Non-Polysemous,1B,B,,training,Different Label,,,,No,1,L,1,No,,
L071715-CL(1),F,MUS,JF,2015,7,17,2011,4,27,51,4.22260274,4,No,"Eng, Korean",Non-Polysemous,1B,1,1,critical,Different Label,Chicken,,,No,1,L,1,No,,
L071715-CL(1),F,MUS,JF,2015,7,17,2011,4,27,51,4.22260274,4,No,"Eng, Korean",Non-Polysemous,1B,5,2,critical,Same Label,Glass,,,Yes,0,L,1,No,,
L071715-CL(1),F,MUS,JF,2015,7,17,2011,4,27,51,4.22260274,4,No,"Eng, Korean",Non-Polysemous,1B,9,3,critical,Different Label,Horse,,,No,1,L,1,No,"at first, said the horse had ""wax"" in it (mix of ""wug"" and ""dax""",
L071715-CL(1),F,MUS,JF,2015,7,17,2011,4,27,51,4.22260274,4,No,"Eng, Korean",Non-Polysemous,1B,2,4,critical,Same Label,Chicken,,,No,1,R,2,No,"at first, said they keep the chicken ""in the water""",
L071715-CL(1),F,MUS,JF,2015,7,17,2011,4,27,51,4.22260274,4,No,"Eng, Korean",Non-Polysemous,1B,6,5,critical,Different Label,Glass,,,Yes,0,R,2,No,,
L071715-CL(1),F,MUS,JF,2015,7,17,2011,4,27,51,4.22260274,4,No,"Eng, Korean",Non-Polysemous,1B,10,6,critical,Same Label,Horse,,,Yes,0,L,1,No,exp. had to repeat question; child stopped exp. after first option was repeated,
L071715-CL(1),F,MUS,JF,2015,7,17,2011,4,27,51,4.22260274,4,No,"Eng, Korean",Non-Polysemous,1B,3,7,critical,Different Label,Chicken,,,No,1,L,1,No,,
L071715-CL(1),F,MUS,JF,2015,7,17,2011,4,27,51,4.22260274,4,No,"Eng, Korean",Non-Polysemous,1B,7,8,critical,Same Label,Glass,,,Yes,0,L,1,No,,
