SubjNo,gender,Location,Exp,YOT,MOT,DOT,YOB,MOB,DOB,Age.Months,Age.yrs,Age,Eng. Mono,langs,WordType,List,question.number,Order,trial type,LabelType,TriadType,regularity,animacy,Correct,UnrelatedChoice,Direction,Sequence ,Exclude,Comments,Expln
1,M,Edinburgh ,,,,,,,,59,4.916666667,4,Yes,0,Non-Polysemous,1B,1,1,Critical,Different,Chicken,,,N,1,L,1,No,It's pretty,Expln
1,M,Edinburgh ,,,,,,,,59,4.916666667,4,Yes,0,Non-Polysemous,1B,5,2,Critical,Same,Glass,,,Y,0,L,1,No,it's shiny,Expln
1,M,Edinburgh ,,,,,,,,59,4.916666667,4,Yes,0,Non-Polysemous,1B,9,3,Critical,Different,Horse,,,Y,0,R,2,No,so it can go fast,Expln
1,M,Edinburgh ,,,,,,,,59,4.916666667,4,Yes,0,Non-Polysemous,1B,2,4,Critical,Same,Chicken,,,N,1,R,2,No,so it can have fresh air,Expln
1,M,Edinburgh ,,,,,,,,59,4.916666667,4,Yes,0,Non-Polysemous,1B,6,5,Critical,Different,Glass,,,N,1,L,1,No,because Mars is bigger,Expln
1,M,Edinburgh ,,,,,,,,59,4.916666667,4,Yes,0,Non-Polysemous,1B,10,6,Critical,Same,Horse,,,N,1,R,2,No,because it wags its tail when it's happy,Expln
1,M,Edinburgh ,,,,,,,,59,4.916666667,4,Yes,0,Non-Polysemous,1B,3,7,Critical,Different,Chicken,,,N,1,L,1,No,so it can have fresh air,Expln
1,M,Edinburgh ,,,,,,,,59,4.916666667,4,Yes,0,Non-Polysemous,1B,7,8,Critical,Same,Glass,,,Y,0,L,1,No,to keep the Glass safe,Expln
1,M,Edinburgh ,,,,,,,,59,4.916666667,4,Yes,0,Non-Polysemous,1B,11,9,Critical,Different,Horse,,,N,1,L,1,No,to keep the zebra comfy,Expln
1,M,Edinburgh ,,,,,,,,59,4.916666667,4,Yes,0,Non-Polysemous,1B,4,10,Critical,Same,Chicken,,,N,1,R,2,No,so it can run around outside,Expln
1,M,Edinburgh ,,,,,,,,59,4.916666667,4,Yes,0,Non-Polysemous,1B,8,11,Critical,Different,Glass,,,Y,0,R,2,No,to keep the Glass safe,Expln
1,M,Edinburgh ,,,,,,,,59,4.916666667,4,Yes,0,Non-Polysemous,1B,12,12,Critical,Same,Horse,,,N,1,R,2,No,it nearly has the same fur,Expln
2,M,Edinburgh ,,,,,,,,53,4.416666667,4,Yes,0,Polysemous,1A,1,1,Critical,Same,Chicken,Regular,Animate,N,0,R,2,No,,None
2,M,Edinburgh ,,,,,,,,53,4.416666667,4,Yes,0,Polysemous,1A,5,2,Critical,Different,Glass,Irregular,Inanimate,Y,1,R,2,No,,None
2,M,Edinburgh ,,,,,,,,53,4.416666667,4,Yes,0,Polysemous,1A,9,3,Critical,Same,Horse,Regular,Animate,N,0,R,2,No,,None
2,M,Edinburgh ,,,,,,,,53,4.416666667,4,Yes,0,Polysemous,1A,2,4,Critical,Different,Chicken,Regular,Animate,Y,1,R,2,No,,None
2,M,Edinburgh ,,,,,,,,53,4.416666667,4,Yes,0,Polysemous,1A,6,5,Critical,Same,Glass,Irregular,Inanimate,N,0,R,2,No,,None
2,M,Edinburgh ,,,,,,,,53,4.416666667,4,Yes,0,Polysemous,1A,10,6,Critical,Different,Horse,Regular,Animate,Y,1,R,2,No,,None
2,M,Edinburgh ,,,,,,,,53,4.416666667,4,Yes,0,Polysemous,1A,3,7,Critical,Same,Chicken,Regular,Animate,N,0,R,2,No,,None
2,M,Edinburgh ,,,,,,,,53,4.416666667,4,Yes,0,Polysemous,1A,8,8,Critical,Same,Glass,Irregular,Inanimate,N,0,L,1,No,,None
2,M,Edinburgh ,,,,,,,,53,4.416666667,4,Yes,0,Polysemous,1A,11,9,Critical,Same,Horse,Regular,Animate,Y,1,L,1,No,,None
2,M,Edinburgh ,,,,,,,,53,4.416666667,4,Yes,0,Polysemous,1A,4,10,Critical,Different,Chicken,Regular,Animate,Y,1,R,2,No,,None
2,M,Edinburgh ,,,,,,,,53,4.416666667,4,Yes,0,Polysemous,1A,7,11,Critical,Different,Glass,Irregular,Inanimate,Y,1,L,1,No,,None
2,M,Edinburgh ,,,,,,,,53,4.416666667,4,Yes,0,Polysemous,1A,12,12,Critical,Different,Horse,Regular,Animate,N,0,L,1,No,,None
3,M,Edinburgh ,,,,,,,,48,4,4,No,"Eng, German",Polysemous,1A Backwards,12,1,Critical,Different,Horse,Regular,Animate,N,0,R,2,No,pointed,Expln
3,M,Edinburgh ,,,,,,,,48,4,4,No,"Eng, German",Polysemous,1A Backwards,8,2,Critical,Same,Glass,Irregular,Inanimate,Y,1,R,2,No,,Expln
3,M,Edinburgh ,,,,,,,,48,4,4,No,"Eng, German",Polysemous,1A Backwards,4,3,Critical,Different,Chicken,Regular,Animate,N,0,R,2,No,it's got feathers (??),Expln
3,M,Edinburgh ,,,,,,,,48,4,4,No,"Eng, German",Polysemous,1A Backwards,11,4,Critical,Same,Horse,Regular,Animate,Y,1,R,2,No,idk,Expln
3,M,Edinburgh ,,,,,,,,48,4,4,No,"Eng, German",Polysemous,1A Backwards,7,5,Critical,Different,Glass,Irregular,Inanimate,Y,1,L,1,No,,Expln
3,M,Edinburgh ,,,,,,,,48,4,4,No,"Eng, German",Polysemous,1A Backwards,3,6,Critical,Same,Chicken,Regular,Animate,Y,1,R,2,No,because it's a Chicken (?),Expln
3,M,Edinburgh ,,,,,,,,48,4,4,No,"Eng, German",Polysemous,1A Backwards,10,7,Critical,Different,Horse,Regular,Animate,Y,1,L,1,No,idk,Expln
3,M,Edinburgh ,,,,,,,,48,4,4,No,"Eng, German",Polysemous,1A Backwards,6,8,Critical,Same,Glass,Irregular,Inanimate,Y,1,R,2,No,,Expln
3,M,Edinburgh ,,,,,,,,48,4,4,No,"Eng, German",Polysemous,1A Backwards,2,9,Critical,Different,Chicken,Regular,Animate,Y,1,L,1,No,,Expln
3,M,Edinburgh ,,,,,,,,48,4,4,No,"Eng, German",Polysemous,1A Backwards,9,10,Critical,Same,Horse,Regular,Animate,Y,1,R,1,No,,Expln
3,M,Edinburgh ,,,,,,,,48,4,4,No,"Eng, German",Polysemous,1A Backwards,5,11,Critical,Different,Glass,Irregular,Inanimate,Y,1,L,1,No,,Expln
3,M,Edinburgh ,,,,,,,,48,4,4,No,"Eng, German",Polysemous,1A Backwards,1,12,Critical,Same,Chicken,Regular,Animate,Y,1,R,2,No,idk,Expln
4,M,Edinburgh ,,,,,,,,48,4,4,Yes,0,Non-Polysemous,1B Backwards,12,1,Critical,Different,Horse,,,Y,0,R,2,No,b/c it has fur,Expln
4,M,Edinburgh ,,,,,,,,48,4,4,Yes,0,Non-Polysemous,1B Backwards,8,2,Critical,Same,Glass,,,N,1,R,2,No,to make different things,Expln
4,M,Edinburgh ,,,,,,,,48,4,4,Yes,0,Non-Polysemous,1B Backwards,4,3,Critical,Different,Chicken,,,N,1,L,1,No,it needs a drink,Expln
4,M,Edinburgh ,,,,,,,,48,4,4,Yes,0,Non-Polysemous,1B Backwards,11,4,Critical,Same,Horse,,,N,1,R,2,No,it looks like a zebra,Expln
4,M,Edinburgh ,,,,,,,,48,4,4,Yes,0,Non-Polysemous,1B Backwards,7,5,Critical,Different,Glass,,,Y,0,R,2,No,b/c they are tall (?),Expln
4,M,Edinburgh ,,,,,,,,48,4,4,Yes,0,Non-Polysemous,1B Backwards,3,6,Critical,Same,Chicken,,,N,1,R,2,No,,Expln
4,M,Edinburgh ,,,,,,,,48,4,4,Yes,0,Non-Polysemous,1B Backwards,10,7,Critical,Different,Horse,,,N,1,L,1,No,,Expln
4,M,Edinburgh ,,,,,,,,48,4,4,Yes,0,Non-Polysemous,1B Backwards,6,8,Critical,Same,Glass,,,Y,0,L,1,No,,Expln
4,M,Edinburgh ,,,,,,,,48,4,4,Yes,0,Non-Polysemous,1B Backwards,2,9,Critical,Different,Chicken,,,N,1,L,1,No,,Expln
4,M,Edinburgh ,,,,,,,,48,4,4,Yes,0,Non-Polysemous,1B Backwards,9,10,Critical,Same,Horse,,,N,1,R,2,No,,Expln
4,M,Edinburgh ,,,,,,,,48,4,4,Yes,0,Non-Polysemous,1B Backwards,5,11,Critical,Different,Glass,,,N,1,L,1,No,,Expln
4,M,Edinburgh ,,,,,,,,48,4,4,Yes,0,Non-Polysemous,1B Backwards,1,12,Critical,Same,Chicken,,,N,1,R,2,No,it lives there,Expln
5,M,Edinburgh ,,,,,,,,56,4.666666667,4,Yes,0,Polysemous,1B Backwards,9,1,Critical,Different,Horse,Regular,Animate,Y,1,L,1,No,,Expln
5,M,Edinburgh ,,,,,,,,56,4.666666667,4,Yes,0,Polysemous,1B Backwards,5,2,Critical,Same,Glass,Irregular,Inanimate,Y,1,R,2,No,it's sharp,Expln
5,M,Edinburgh ,,,,,,,,56,4.666666667,4,Yes,0,Polysemous,1B Backwards,1,3,Critical,Different,Chicken,Regular,Animate,Y,1,L,1,No,can't sell because they are not a person,Expln
5,M,Edinburgh ,,,,,,,,56,4.666666667,4,Yes,0,Polysemous,1B Backwards,10,4,Critical,Same,Horse,Regular,Animate,Y,1,R,2,No,doesn't have a tail (OOPS),Expln
5,M,Edinburgh ,,,,,,,,56,4.666666667,4,Yes,0,Polysemous,1B Backwards,6,5,Critical,Different,Glass,Irregular,Inanimate,N,0,R,2,No,it's Glass,Expln
5,M,Edinburgh ,,,,,,,,56,4.666666667,4,Yes,0,Polysemous,1B Backwards,2,6,Critical,Same,Chicken,Regular,Animate,Y,1,R,2,No,it can't stay inside,Expln
5,M,Edinburgh ,,,,,,,,56,4.666666667,4,Yes,0,Polysemous,1B Backwards,11,7,Critical,Different,Horse,Regular,Animate,Y,1,L,1,No,,Expln
5,M,Edinburgh ,,,,,,,,56,4.666666667,4,Yes,0,Polysemous,1B Backwards,7,8,Critical,Same,Glass,Irregular,Inanimate,Y,1,R,2,No,just because,Expln
5,M,Edinburgh ,,,,,,,,56,4.666666667,4,Yes,0,Polysemous,1B Backwards,3,9,Critical,Different,Chicken,Regular,Animate,Y,1,L,1,No,,Expln
5,M,Edinburgh ,,,,,,,,56,4.666666667,4,Yes,0,Polysemous,1B Backwards,12,10,Critical,Same,Horse,Regular,Animate,Y,1,R,2,No,b/c it does,Expln
5,M,Edinburgh ,,,,,,,,56,4.666666667,4,Yes,0,Polysemous,1B Backwards,8,11,Critical,Different,Glass,Irregular,Inanimate,Y,1,L,1,No,,Expln
5,M,Edinburgh ,,,,,,,,56,4.666666667,4,Yes,0,Polysemous,1B Backwards,4,12,Critical,Same,Chicken,Regular,Animate,Y,1,R,2,No,it has to be cold,Expln
6,F,Edinburgh ,,,,,,,,48,4,4,Yes,0,Polysemous,1B,1,1,Critical,Different,Chicken,Regular,Animate,Y,1,L,1,No,,Expln
6,F,Edinburgh ,,,,,,,,48,4,4,Yes,0,Polysemous,1B,5,2,Critical,Same,Glass,Irregular,Inanimate,Y,1,R,2,No,,Expln
6,F,Edinburgh ,,,,,,,,48,4,4,Yes,0,Polysemous,1B,9,3,Critical,Different,Horse,Regular,Animate,N,0,R,2,No,,Expln
6,F,Edinburgh ,,,,,,,,48,4,4,Yes,0,Polysemous,1B,2,4,Critical,Same,Chicken,Regular,Animate,Y,1,R,2,No,,Expln
6,F,Edinburgh ,,,,,,,,48,4,4,Yes,0,Polysemous,1B,6,5,Critical,Different,Glass,Irregular,Inanimate,N,0,R,2,No,idk,Expln
6,F,Edinburgh ,,,,,,,,48,4,4,Yes,0,Polysemous,1B,10,6,Critical,Same,Horse,Regular,Animate,Y,1,R,2,No,,Expln
6,F,Edinburgh ,,,,,,,,48,4,4,Yes,0,Polysemous,1B,3,7,Critical,Different,Chicken,Regular,Animate,Y,1,L,1,No,,Expln
6,F,Edinburgh ,,,,,,,,48,4,4,Yes,0,Polysemous,1B,7,8,Critical,Same,Glass,Irregular,Inanimate,N,0,L,1,No,it's Glass,Expln
6,F,Edinburgh ,,,,,,,,48,4,4,Yes,0,Polysemous,1B,11,9,Critical,Different,Horse,Regular,Animate,N,0,R,2,No,[pointed- not sure?],Expln
6,F,Edinburgh ,,,,,,,,48,4,4,Yes,0,Polysemous,1B,4,10,Critical,Same,Chicken,Regular,Animate,N,0,L,1,No,it likes to be warm,Expln
6,F,Edinburgh ,,,,,,,,48,4,4,Yes,0,Polysemous,1B,8,11,Critical,Different,Glass,Irregular,Inanimate,Y,1,L,1,No,,Expln
6,F,Edinburgh ,,,,,,,,48,4,4,Yes,0,Polysemous,1B,12,12,Critical,Same,Horse,Regular,Animate,N,0,L,1,No,doesn't have a coat,Expln
7,M,Edinburgh ,,,,,,,,53,4.416666667,4,Yes,0,Non-Polysemous,1B Backwards,12,1,Critical,Different,Horse,,,N,1,L,1,No,didn't speak- pointed,None
7,M,Edinburgh ,,,,,,,,53,4.416666667,4,Yes,0,Non-Polysemous,1B Backwards,8,2,Critical,Same,Glass,,,Y,0,L,1,No,didn't speak- pointed,None
7,M,Edinburgh ,,,,,,,,53,4.416666667,4,Yes,0,Non-Polysemous,1B Backwards,4,3,Critical,Different,Chicken,,,Y,0,R,2,No,didn't speak- pointed,None
7,M,Edinburgh ,,,,,,,,53,4.416666667,4,Yes,0,Non-Polysemous,1B Backwards,11,4,Critical,Same,Horse,,,N,1,R,2,No,didn't speak- pointed,None
7,M,Edinburgh ,,,,,,,,53,4.416666667,4,Yes,0,Non-Polysemous,1B Backwards,7,5,Critical,Different,Glass,,,Y,0,R,2,No,didn't speak- pointed,None
7,M,Edinburgh ,,,,,,,,53,4.416666667,4,Yes,0,Non-Polysemous,1B Backwards,3,6,Critical,Same,Chicken,,,Y,0,L,1,No,didn't speak- pointed,None
7,M,Edinburgh ,,,,,,,,53,4.416666667,4,Yes,0,Non-Polysemous,1B Backwards,10,7,Critical,Different,Horse,,,Y,0,R,2,No,didn't speak- pointed,None
7,M,Edinburgh ,,,,,,,,53,4.416666667,4,Yes,0,Non-Polysemous,1B Backwards,6,8,Critical,Same,Glass,,,Y,0,L,1,No,didn't speak- pointed,None
7,M,Edinburgh ,,,,,,,,53,4.416666667,4,Yes,0,Non-Polysemous,1B Backwards,2,9,Critical,Different,Chicken,,,N,1,L,1,No,didn't speak- pointed,None
7,M,Edinburgh ,,,,,,,,53,4.416666667,4,Yes,0,Non-Polysemous,1B Backwards,9,10,Critical,Same,Horse,,,Y,0,L,1,No,didn't speak- pointed,None
7,M,Edinburgh ,,,,,,,,53,4.416666667,4,Yes,0,Non-Polysemous,1B Backwards,5,11,Critical,Different,Glass,,,Y,0,R,2,No,didn't speak- pointed,None
7,M,Edinburgh ,,,,,,,,53,4.416666667,4,Yes,0,Non-Polysemous,1B Backwards,1,12,Critical,Same,Chicken,,,N,1,R,2,No,didn't speak- pointed,None
8,M,Edinburgh ,,,,,,,,48,4,4,Yes,0,Non-Polysemous,1A,1,1,Critical,Same,Chicken,,,Y,0,R,2,No,they might want a pet,Expln
8,M,Edinburgh ,,,,,,,,48,4,4,Yes,0,Non-Polysemous,1A,6,2,Critical,Same,Glass,,,Y,0,L,1,No,b/c it's Glass,Expln
8,M,Edinburgh ,,,,,,,,48,4,4,Yes,0,Non-Polysemous,1A,10,3,Critical,Different,Horse,,,Y,0,L,2,No,it's a Horse,Expln
8,M,Edinburgh ,,,,,,,,48,4,4,Yes,0,Non-Polysemous,1A,2,4,Critical,Different,Chicken,,,Y,0,L,1,No,it might fly away,Expln
8,M,Edinburgh ,,,,,,,,48,4,4,Yes,0,Non-Polysemous,1A,5,5,Critical,Different,Glass,,,Y,0,R,2,No,people might want to use it,Expln
8,M,Edinburgh ,,,,,,,,48,4,4,Yes,0,Non-Polysemous,1A,9,6,Critical,Same,Horse,,,Y,0,R,1,No,baby Horse belongs to the owner,Expln
8,M,Edinburgh ,,,,,,,,48,4,4,Yes,0,Non-Polysemous,1A,3,7,Critical,Same,Chicken,,,Y,0,R,2,No,,Expln
8,M,Edinburgh ,,,,,,,,48,4,4,Yes,0,Non-Polysemous,1A,8,8,Critical,Same,Glass,,,Y,0,R,1,No,you might fall out without Glass,Expln
8,M,Edinburgh ,,,,,,,,48,4,4,Yes,0,Non-Polysemous,1A,11,9,Critical,Same,Horse,,,Y,0,R,2,No,,Expln
8,M,Edinburgh ,,,,,,,,48,4,4,Yes,0,Non-Polysemous,1A,4,10,Critical,Different,Chicken,,,Y,0,L,1,No,,Expln
8,M,Edinburgh ,,,,,,,,48,4,4,Yes,0,Non-Polysemous,1A,7,11,Critical,Different,Glass,,,N,1,R,1,No,you might not want to use it anymore (?),Expln
8,M,Edinburgh ,,,,,,,,48,4,4,Yes,0,Non-Polysemous,1A,12,12,Critical,Different,Horse,,,Y,0,L,1,No,it has fur,Expln
9,F,Edinburgh ,,,,,,,,46,3.833333333,3,Yes,0,Non-Polysemous,1A Backwards,12,1,Critical,Different,Horse,,,N,1,R,1,No,gets wet,Expln
9,F,Edinburgh ,,,,,,,,46,3.833333333,3,Yes,0,Non-Polysemous,1A Backwards,8,2,Critical,Same,Glass,,,N,1,L,2,No,,Expln
9,F,Edinburgh ,,,,,,,,46,3.833333333,3,Yes,0,Non-Polysemous,1A Backwards,4,3,Critical,Different,Chicken,,,Y,0,L,2,No,gets cold,Expln
9,F,Edinburgh ,,,,,,,,46,3.833333333,3,Yes,0,Non-Polysemous,1A Backwards,11,4,Critical,Same,Horse,,,N,1,L,2,No,gets fun (??),Expln
9,F,Edinburgh ,,,,,,,,46,3.833333333,3,Yes,0,Non-Polysemous,1A Backwards,7,5,Critical,Different,Glass,,,N,1,R,1,No,it's warm (?),Expln
9,F,Edinburgh ,,,,,,,,46,3.833333333,3,Yes,0,Non-Polysemous,1A Backwards,3,6,Critical,Same,Chicken,,,N,1,L,2,No,it gets cold,Expln
9,F,Edinburgh ,,,,,,,,46,3.833333333,3,Yes,0,Non-Polysemous,1A Backwards,10,7,Critical,Different,Horse,,,Y,0,L,2,No,,Expln
9,F,Edinburgh ,,,,,,,,46,3.833333333,3,Yes,0,Non-Polysemous,1A Backwards,6,8,Critical,Same,Glass,,,N,1,L,2,No,[pointed],Expln
9,F,Edinburgh ,,,,,,,,46,3.833333333,3,Yes,0,Non-Polysemous,1A Backwards,2,9,Critical,Different,Chicken,,,N,1,R,1,No,,Expln
9,F,Edinburgh ,,,,,,,,46,3.833333333,3,Yes,0,Non-Polysemous,1A Backwards,9,10,Critical,Same,Horse,,,Y,0,R,1,No,,Expln
9,F,Edinburgh ,,,,,,,,46,3.833333333,3,Yes,0,Non-Polysemous,1A Backwards,5,11,Critical,Different,Glass,,,N,1,R,1,No,,Expln
9,F,Edinburgh ,,,,,,,,46,3.833333333,3,Yes,0,Non-Polysemous,1A Backwards,1,12,Critical,Same,Chicken,,,Y,0,R,1,No,they like to,Expln
10,M,Edinburgh ,,,,,,,,41,3.416666667,3,Yes,0,Non-Polysemous,1B,1,1,Critical,Different,Chicken,,,N,1,L,1,No,,None
10,M,Edinburgh ,,,,,,,,41,3.416666667,3,Yes,0,Non-Polysemous,1B,5,2,Critical,Same,Glass,,,Y,0,L,1,No,,None
10,M,Edinburgh ,,,,,,,,41,3.416666667,3,Yes,0,Non-Polysemous,1B,9,3,Critical,Different,Horse,,,N,1,L,1,No,,None
10,M,Edinburgh ,,,,,,,,41,3.416666667,3,Yes,0,Non-Polysemous,1B,2,4,Critical,Same,Chicken,,,N,1,R,2,No,,None
10,M,Edinburgh ,,,,,,,,41,3.416666667,3,Yes,0,Non-Polysemous,1B,6,5,Critical,Different,Glass,,,Y,0,R,2,No,,None
10,M,Edinburgh ,,,,,,,,41,3.416666667,3,Yes,0,Non-Polysemous,1B,10,6,Critical,Same,Horse,,,N,1,R,2,No,,None
10,M,Edinburgh ,,,,,,,,41,3.416666667,3,Yes,0,Non-Polysemous,1B,3,7,Critical,Different,Chicken,,,Y,0,R,2,No,,None
10,M,Edinburgh ,,,,,,,,41,3.416666667,3,Yes,0,Non-Polysemous,1B,7,8,Critical,Same,Glass,,,Y,0,L,1,No,,None
10,M,Edinburgh ,,,,,,,,41,3.416666667,3,Yes,0,Non-Polysemous,1B,11,9,Critical,Different,Horse,,,N,1,L,1,No,,None
10,M,Edinburgh ,,,,,,,,41,3.416666667,3,Yes,0,Non-Polysemous,1B,4,10,Critical,Same,Chicken,,,Y,0,L,1,No,,None
10,M,Edinburgh ,,,,,,,,41,3.416666667,3,Yes,0,Non-Polysemous,1B,8,11,Critical,Different,Glass,,,N,1,L,1,No,,None
10,M,Edinburgh ,,,,,,,,41,3.416666667,3,Yes,0,Non-Polysemous,1B,12,12,Critical,Same,Horse,,,Y,0,L,1,No,,None
11,F,Edinburgh ,,,,,,,,43,3.583333333,3,Yes,0,Polysemous,1A,1,1,Critical,Same,Chicken,Regular,Animate,Y,1,L,1,No,shy- didn't say much. Spoke softly,Expln
11,F,Edinburgh ,,,,,,,,43,3.583333333,3,Yes,0,Polysemous,1A,5,2,Critical,Different,Glass,Irregular,Inanimate,Y,1,R,2,No,shy- didn't say much. Spoke softly,Expln
11,F,Edinburgh ,,,,,,,,43,3.583333333,3,Yes,0,Polysemous,1A,9,3,Critical,Same,Horse,Regular,Animate,N,0,R,2,No,shy- didn't say much. Spoke softly,Expln
11,F,Edinburgh ,,,,,,,,43,3.583333333,3,Yes,0,Polysemous,1A,2,4,Critical,Different,Chicken,Regular,Animate,Y,1,R,2,No,shy- didn't say much. Spoke softly,Expln
11,F,Edinburgh ,,,,,,,,43,3.583333333,3,Yes,0,Polysemous,1A,6,5,Critical,Same,Glass,Irregular,Inanimate,Y,1,L,1,No,shy- didn't say much. Spoke softly,Expln
11,F,Edinburgh ,,,,,,,,43,3.583333333,3,Yes,0,Polysemous,1A,10,6,Critical,Different,Horse,Regular,Animate,N,0,L,1,No,idk,Expln
11,F,Edinburgh ,,,,,,,,43,3.583333333,3,Yes,0,Polysemous,1A,3,7,Critical,Same,Chicken,Regular,Animate,Y,1,L,1,No,shy- didn't say much. Spoke softly,Expln
11,F,Edinburgh ,,,,,,,,43,3.583333333,3,Yes,0,Polysemous,1A,8,8,Critical,Same,Glass,Irregular,Inanimate,N,0,L,1,No,shy- didn't say much. Spoke softly,Expln
11,F,Edinburgh ,,,,,,,,43,3.583333333,3,Yes,0,Polysemous,1A,11,9,Critical,Same,Horse,Regular,Animate,N,0,R,2,No,shy- didn't say much. Spoke softly,Expln
11,F,Edinburgh ,,,,,,,,43,3.583333333,3,Yes,0,Polysemous,1A,4,10,Critical,Different,Chicken,Regular,Animate,Y,1,R,2,No,shy- didn't say much. Spoke softly,Expln
11,F,Edinburgh ,,,,,,,,43,3.583333333,3,Yes,0,Polysemous,1A,7,11,Critical,Different,Glass,Irregular,Inanimate,N,0,R,2,No,idk,Expln
11,F,Edinburgh ,,,,,,,,43,3.583333333,3,Yes,0,Polysemous,1A,12,12,Critical,Different,Horse,Regular,Animate,N,0,L,1,No,idk,Expln
12,F,Edinburgh ,,,,,,,,42,3.5,3,Yes,0,Non-Polysemous,1A,1,1,Critical,Same,Chicken,,,Y,0,R,2,No,,Expln
12,F,Edinburgh ,,,,,,,,42,3.5,3,Yes,0,Non-Polysemous,1A,6,2,Critical,Same,Glass,,,N,1,R,2,No,they like to,Expln
12,F,Edinburgh ,,,,,,,,42,3.5,3,Yes,0,Non-Polysemous,1A,10,3,Critical,Different,Horse,,,N,1,R,1,No,,Expln
12,F,Edinburgh ,,,,,,,,42,3.5,3,Yes,0,Non-Polysemous,1A,2,4,Critical,Different,Chicken,,,Y,0,L,1,No,so you can see it when you're eating dinner,Expln
12,F,Edinburgh ,,,,,,,,42,3.5,3,Yes,0,Non-Polysemous,1A,5,5,Critical,Different,Glass,,,Y,0,R,2,No,going to do it later to Suki (friend??),Expln
12,F,Edinburgh ,,,,,,,,42,3.5,3,Yes,0,Non-Polysemous,1A,9,6,Critical,Same,Horse,,,Y,0,R,1,No,,Expln
12,F,Edinburgh ,,,,,,,,42,3.5,3,Yes,0,Non-Polysemous,1A,3,7,Critical,Same,Chicken,,,Y,0,R,2,No,Chicken & Chicken!,Expln
12,F,Edinburgh ,,,,,,,,42,3.5,3,Yes,0,Non-Polysemous,1A,8,8,Critical,Same,Glass,,,Y,0,R,1,No,Glass & Glass!,Expln
12,F,Edinburgh ,,,,,,,,42,3.5,3,Yes,0,Non-Polysemous,1A,11,9,Critical,Same,Horse,,,Y,0,R,2,No,Horse & Horse!,Expln
12,F,Edinburgh ,,,,,,,,42,3.5,3,Yes,0,Non-Polysemous,1A,4,10,Critical,Different,Chicken,,,N,1,R,2,No,it's cold in the water,Expln
12,F,Edinburgh ,,,,,,,,42,3.5,3,Yes,0,Non-Polysemous,1A,7,11,Critical,Different,Glass,,,N,1,R,1,No,like a kangaroo (??),Expln
12,F,Edinburgh ,,,,,,,,42,3.5,3,Yes,0,Non-Polysemous,1A,12,12,Critical,Different,Horse,,,Y,0,L,1,No,,Expln
13,M,Edinburgh ,,,,,,,,49,4.083333333,4,Yes,0,Polysemous,1A Backwards,12,1,Critical,Different,Horse,Regular,Animate,Y,1,L,1,No,,Expln
13,M,Edinburgh ,,,,,,,,49,4.083333333,4,Yes,0,Polysemous,1A Backwards,8,2,Critical,Same,Glass,Irregular,Inanimate,Y,1,R,2,No,idk,Expln
13,M,Edinburgh ,,,,,,,,49,4.083333333,4,Yes,0,Polysemous,1A Backwards,4,3,Critical,Different,Chicken,Regular,Animate,N,0,R,2,No,b/c I touched it and it was warm,Expln
13,M,Edinburgh ,,,,,,,,49,4.083333333,4,Yes,0,Polysemous,1A Backwards,11,4,Critical,Same,Horse,Regular,Animate,N,0,L,1,No,,Expln
13,M,Edinburgh ,,,,,,,,49,4.083333333,4,Yes,0,Polysemous,1A Backwards,7,5,Critical,Different,Glass,Irregular,Inanimate,N,0,R,2,No,,Expln
13,M,Edinburgh ,,,,,,,,49,4.083333333,4,Yes,0,Polysemous,1A Backwards,3,6,Critical,Same,Chicken,Regular,Animate,Y,1,R,2,No,,Expln
13,M,Edinburgh ,,,,,,,,49,4.083333333,4,Yes,0,Polysemous,1A Backwards,10,7,Critical,Different,Horse,Regular,Animate,Y,1,L,1,No,,Expln
13,M,Edinburgh ,,,,,,,,49,4.083333333,4,Yes,0,Polysemous,1A Backwards,6,8,Critical,Same,Glass,Irregular,Inanimate,Y,1,R,2,No,idk,Expln
13,M,Edinburgh ,,,,,,,,49,4.083333333,4,Yes,0,Polysemous,1A Backwards,2,9,Critical,Different,Chicken,Regular,Animate,Y,1,L,1,No,,Expln
13,M,Edinburgh ,,,,,,,,49,4.083333333,4,Yes,0,Polysemous,1A Backwards,9,10,Critical,Same,Horse,Regular,Animate,Y,1,R,1,No,,Expln
13,M,Edinburgh ,,,,,,,,49,4.083333333,4,Yes,0,Polysemous,1A Backwards,5,11,Critical,Different,Glass,Irregular,Inanimate,Y,1,L,1,No,idk,Expln
13,M,Edinburgh ,,,,,,,,49,4.083333333,4,Yes,0,Polysemous,1A Backwards,1,12,Critical,Same,Chicken,Regular,Animate,Y,1,R,2,No,idk,Expln
14,F,Edinburgh ,,,,,,,,59,4.916666667,4,Yes,0,Non-Polysemous,1A Backwards,12,1,Critical,Different,Horse,,,Y,0,L,2,No,foal is a baby Horse,Expln
14,F,Edinburgh ,,,,,,,,59,4.916666667,4,Yes,0,Non-Polysemous,1A Backwards,8,2,Critical,Same,Glass,,,Y,0,R,1,No,if you drop something you're too far away to repair it,Expln
14,F,Edinburgh ,,,,,,,,59,4.916666667,4,Yes,0,Non-Polysemous,1A Backwards,4,3,Critical,Different,Chicken,,,Y,0,L,2,No,,Expln
14,F,Edinburgh ,,,,,,,,59,4.916666667,4,Yes,0,Non-Polysemous,1A Backwards,11,4,Critical,Same,Horse,,,Y,0,R,1,No,,Expln
