SubjNo,gender,Location,Exp,YOT,MOT,DOT,YOB,MOB,DOB,Age.Months,Age.yrs,Age,Eng. Mono,langs,WordType,List,question.number,Order,trial type,LabelType,TriadType,regularity,animacy,Correct,UnrelatedChoice,Direction,Sequence ,Exclude,Comments,Expln
29,M,Edinburgh ,,,,,,,,49,4.083333333,4,No,"Eng, CH German",Polysemous,1B,2,4,Critical,Same,Chicken,Regular,Animate,Y,1,R,2,No,,Expln
29,M,Edinburgh ,,,,,,,,49,4.083333333,4,No,"Eng, CH German",Polysemous,1B,6,5,Critical,Different,Glass,Irregular,Inanimate,Y,1,L,1,No,goes with this,Expln
29,M,Edinburgh ,,,,,,,,49,4.083333333,4,No,"Eng, CH German",Polysemous,1B,10,6,Critical,Same,Horse,Regular,Animate,Y,1,R,2,No,looks similar,Expln
29,M,Edinburgh ,,,,,,,,49,4.083333333,4,No,"Eng, CH German",Polysemous,1B,3,7,Critical,Different,Chicken,Regular,Animate,N,0,R,2,No,"made of plastic- chop up and eat, etc.",Expln
29,M,Edinburgh ,,,,,,,,49,4.083333333,4,No,"Eng, CH German",Polysemous,1B,7,8,Critical,Same,Glass,Irregular,Inanimate,Y,1,R,2,No,"open Glass & put in this Glass, cut it up etc (??)",Expln
29,M,Edinburgh ,,,,,,,,49,4.083333333,4,No,"Eng, CH German",Polysemous,1B,11,9,Critical,Different,Horse,Regular,Animate,N,0,R,2,No,these ears move to that one (??),Expln
29,M,Edinburgh ,,,,,,,,49,4.083333333,4,No,"Eng, CH German",Polysemous,1B,4,10,Critical,Same,Chicken,Regular,Animate,Y,1,R,2,No,,Expln
29,M,Edinburgh ,,,,,,,,49,4.083333333,4,No,"Eng, CH German",Polysemous,1B,8,11,Critical,Different,Glass,Irregular,Inanimate,Y,1,L,1,No,"[mixing things, pointing]",Expln
29,M,Edinburgh ,,,,,,,,49,4.083333333,4,No,"Eng, CH German",Polysemous,1B,12,12,Critical,Same,Horse,Regular,Animate,Y,1,R,2,No,,Expln
30,F,Edinburgh ,,,,,,,,44,3.666666667,3,Yes,0,Polysemous,1A,1,1,Critical,Same,Chicken,Regular,Animate,Y,1,L,1,No,[pointed],None
30,F,Edinburgh ,,,,,,,,44,3.666666667,3,Yes,0,Polysemous,1A,5,2,Critical,Different,Glass,Irregular,Inanimate,Y,1,R,2,No,,None
30,F,Edinburgh ,,,,,,,,44,3.666666667,3,Yes,0,Polysemous,1A,9,3,Critical,Same,Horse,Regular,Animate,N,0,R,2,No,idk,None
30,F,Edinburgh ,,,,,,,,44,3.666666667,3,Yes,0,Polysemous,1A,2,4,Critical,Different,Chicken,Regular,Animate,Y,1,R,2,No,,None
30,F,Edinburgh ,,,,,,,,44,3.666666667,3,Yes,0,Polysemous,1A,6,5,Critical,Same,Glass,Irregular,Inanimate,N,0,R,2,No,,None
30,F,Edinburgh ,,,,,,,,44,3.666666667,3,Yes,0,Polysemous,1A,10,6,Critical,Different,Horse,Regular,Animate,N,0,L,1,No,,None
30,F,Edinburgh ,,,,,,,,44,3.666666667,3,Yes,0,Polysemous,1A,3,7,Critical,Same,Chicken,Regular,Animate,Y,1,L,1,No,,None
30,F,Edinburgh ,,,,,,,,44,3.666666667,3,Yes,0,Polysemous,1A,8,8,Critical,Different,Glass,Irregular,Inanimate,Y,1,R,2,No,,None
30,F,Edinburgh ,,,,,,,,44,3.666666667,3,Yes,0,Polysemous,1A,11,9,Critical,Same,Horse,Regular,Animate,N,0,R,2,No,,None
30,F,Edinburgh ,,,,,,,,44,3.666666667,3,Yes,0,Polysemous,1A,4,10,Critical,Different,Chicken,Regular,Animate,Y,1,R,2,No,,None
30,F,Edinburgh ,,,,,,,,44,3.666666667,3,Yes,0,Polysemous,1A,7,11,Critical,Same,Glass,Irregular,Inanimate,Y,1,L,1,No,[guessed?],None
30,F,Edinburgh ,,,,,,,,44,3.666666667,3,Yes,0,Polysemous,1A,12,12,Critical,Different,Horse,Regular,Animate,N,0,L,1,No,[guessed?],None
31,M,Edinburgh ,,,,,,,,44,3.666666667,3,Yes,0,Polysemous,1B Backwards,12,1,Critical,Same,Horse,Regular,Animate,N,0,R,2,No,,Expln
31,M,Edinburgh ,,,,,,,,44,3.666666667,3,Yes,0,Polysemous,1B Backwards,8,2,Critical,Different,Glass,Irregular,Inanimate,Y,1,R,2,No,,Expln
31,M,Edinburgh ,,,,,,,,44,3.666666667,3,Yes,0,Polysemous,1B Backwards,4,3,Critical,Same,Chicken,Regular,Animate,Y,1,L,1,No,it's a Chicken,Expln
31,M,Edinburgh ,,,,,,,,44,3.666666667,3,Yes,0,Polysemous,1B Backwards,11,4,Critical,Different,Horse,Regular,Animate,N,0,L,1,No,,Expln
31,M,Edinburgh ,,,,,,,,44,3.666666667,3,Yes,0,Polysemous,1B Backwards,7,5,Critical,Same,Glass,Irregular,Inanimate,Y,1,L,1,No,[pointed to Glass but then changed ?? Guessed?],Expln
31,M,Edinburgh ,,,,,,,,44,3.666666667,3,Yes,0,Polysemous,1B Backwards,3,6,Critical,Different,Chicken,Regular,Animate,N,0,L,1,No,[guessed?],Expln
31,M,Edinburgh ,,,,,,,,44,3.666666667,3,Yes,0,Polysemous,1B Backwards,10,7,Critical,Same,Horse,Regular,Animate,Y,1,L,1,No,,Expln
31,M,Edinburgh ,,,,,,,,44,3.666666667,3,Yes,0,Polysemous,1B Backwards,6,8,Critical,Different,Glass,Irregular,Inanimate,N,0,L,1,No,,Expln
31,M,Edinburgh ,,,,,,,,44,3.666666667,3,Yes,0,Polysemous,1B Backwards,2,9,Critical,Same,Chicken,Regular,Animate,N,0,R,2,No,,Expln
31,M,Edinburgh ,,,,,,,,44,3.666666667,3,Yes,0,Polysemous,1B Backwards,9,10,Critical,Different,Horse,Regular,Animate,N,0,L,1,No,,Expln
31,M,Edinburgh ,,,,,,,,44,3.666666667,3,Yes,0,Polysemous,1B Backwards,5,11,Critical,Same,Glass,Irregular,Inanimate,N,0,R,2,No,,Expln
31,M,Edinburgh ,,,,,,,,44,3.666666667,3,Yes,0,Polysemous,1B Backwards,1,12,Critical,Different,Chicken,Regular,Animate,Y,1,R,2,No,,Expln
32,F,Edinburgh ,,,,,,,,47,3.916666667,3,,TBC,Polysemous,1A Backwards,12,1,Critical,Different,Horse,Regular,Animate,N,0,R,2,No,idk Unsure of age,Expln
32,F,Edinburgh ,,,,,,,,47,3.916666667,3,,TBC,Polysemous,1A Backwards,8,2,Critical,Same,Glass,Irregular,Inanimate,Y,1,R,2,No, Unsure of age,Expln
32,F,Edinburgh ,,,,,,,,47,3.916666667,3,,TBC,Polysemous,1A Backwards,4,3,Critical,Different,Chicken,Regular,Animate,Y,1,L,1,No, Unsure of age,Expln
32,F,Edinburgh ,,,,,,,,47,3.916666667,3,,TBC,Polysemous,1A Backwards,11,4,Critical,Same,Horse,Regular,Animate,Y,1,R,2,No, Unsure of age,Expln
32,F,Edinburgh ,,,,,,,,47,3.916666667,3,,TBC,Polysemous,1A Backwards,7,5,Critical,Different,Glass,Irregular,Inanimate,N,0,R,2,No,idk Unsure of age,Expln
32,F,Edinburgh ,,,,,,,,47,3.916666667,3,,TBC,Polysemous,1A Backwards,3,6,Critical,Same,Chicken,Regular,Animate,Y,1,R,2,No, Unsure of age,Expln
32,F,Edinburgh ,,,,,,,,47,3.916666667,3,,TBC,Polysemous,1A Backwards,10,7,Critical,Different,Horse,Regular,Animate,Y,1,L,1,No, Unsure of age,Expln
32,F,Edinburgh ,,,,,,,,47,3.916666667,3,,TBC,Polysemous,1A Backwards,6,8,Critical,Same,Glass,Irregular,Inanimate,Y,1,R,2,No,idk Unsure of age,Expln
32,F,Edinburgh ,,,,,,,,47,3.916666667,3,,TBC,Polysemous,1A Backwards,2,9,Critical,Different,Chicken,Regular,Animate,Y,1,L,1,No, Unsure of age,Expln
32,F,Edinburgh ,,,,,,,,47,3.916666667,3,,TBC,Polysemous,1A Backwards,9,10,Critical,Same,Horse,Regular,Animate,N,0,L,2,No,idk Unsure of age,Expln
32,F,Edinburgh ,,,,,,,,47,3.916666667,3,,TBC,Polysemous,1A Backwards,5,11,Critical,Different,Glass,Irregular,Inanimate,Y,1,L,1,No, Unsure of age,Expln
32,F,Edinburgh ,,,,,,,,47,3.916666667,3,,TBC,Polysemous,1A Backwards,1,12,Critical,Same,Chicken,Regular,Animate,Y,1,R,2,No, Unsure of age,Expln
33,F,Edinburgh ,,,,,,,,47,3.916666667,3,,TBC,Non-Polysemous,1B,1,1,Critical,Different,Chicken,,,Y,0,R,2,No,Didn't say anything. Pointed. Unsure of age,None
33,F,Edinburgh ,,,,,,,,47,3.916666667,3,,TBC,Non-Polysemous,1B,5,2,Critical,Same,Glass,,,Y,0,L,1,No,Didn't say anything. Pointed. Unsure of age,None
33,F,Edinburgh ,,,,,,,,47,3.916666667,3,,TBC,Non-Polysemous,1B,9,3,Critical,Different,Horse,,,N,1,L,1,No,Didn't say anything. Pointed. Unsure of age,None
33,F,Edinburgh ,,,,,,,,47,3.916666667,3,,TBC,Non-Polysemous,1B,2,4,Critical,Same,Chicken,,,Y,0,L,1,No,Didn't say anything. Pointed. Unsure of age,None
33,F,Edinburgh ,,,,,,,,47,3.916666667,3,,TBC,Non-Polysemous,1B,6,5,Critical,Different,Glass,,,Y,0,R,2,No,Didn't say anything. Pointed. Unsure of age,None
33,F,Edinburgh ,,,,,,,,47,3.916666667,3,,TBC,Non-Polysemous,1B,10,6,Critical,Same,Horse,,,N,1,R,2,No,Didn't say anything. Pointed. Unsure of age,None
33,F,Edinburgh ,,,,,,,,47,3.916666667,3,,TBC,Non-Polysemous,1B,3,7,Critical,Different,Chicken,,,N,1,L,1,No,Didn't say anything. Pointed. Unsure of age,None
33,F,Edinburgh ,,,,,,,,47,3.916666667,3,,TBC,Non-Polysemous,1B,7,8,Critical,Same,Glass,,,Y,0,L,1,No,Didn't say anything. Pointed. Unsure of age,None
33,F,Edinburgh ,,,,,,,,47,3.916666667,3,,TBC,Non-Polysemous,1B,11,9,Critical,Different,Horse,,,Y,0,R,2,No,Didn't say anything. Pointed. Unsure of age,None
33,F,Edinburgh ,,,,,,,,47,3.916666667,3,,TBC,Non-Polysemous,1B,4,10,Critical,Same,Chicken,,,Y,0,L,1,No,Didn't say anything. Pointed. Unsure of age,None
33,F,Edinburgh ,,,,,,,,47,3.916666667,3,,TBC,Non-Polysemous,1B,8,11,Critical,Different,Glass,,,N,1,L,1,No,Didn't say anything. Pointed. Unsure of age,None
33,F,Edinburgh ,,,,,,,,47,3.916666667,3,,TBC,Non-Polysemous,1B,12,12,Critical,Same,Horse,,,N,1,R,2,No,Didn't say anything. Pointed. Unsure of age,None
34,M,Edinburgh ,,,,,,,,57,4.75,4,No,"Eng, Polish",Polysemous,1B,1,1,Critical,Different,Chicken,Regular,Animate,N,0,R,2,No,idk,Expln
34,M,Edinburgh ,,,,,,,,57,4.75,4,No,"Eng, Polish",Polysemous,1B,5,2,Critical,Same,Glass,Irregular,Inanimate,N,0,L,1,No,,Expln
34,M,Edinburgh ,,,,,,,,57,4.75,4,No,"Eng, Polish",Polysemous,1B,9,3,Critical,Different,Horse,Regular,Animate,Y,1,L,1,No,,Expln
34,M,Edinburgh ,,,,,,,,57,4.75,4,No,"Eng, Polish",Polysemous,1B,2,4,Critical,Same,Chicken,Regular,Animate,N,0,L,1,No,it wants to eat (??),Expln
34,M,Edinburgh ,,,,,,,,57,4.75,4,No,"Eng, Polish",Polysemous,1B,6,5,Critical,Different,Glass,Irregular,Inanimate,N,0,R,2,No,idk,Expln
34,M,Edinburgh ,,,,,,,,57,4.75,4,No,"Eng, Polish",Polysemous,1B,10,6,Critical,Same,Horse,Regular,Animate,Y,1,R,2,No,it's a Horse,Expln
34,M,Edinburgh ,,,,,,,,57,4.75,4,No,"Eng, Polish",Polysemous,1B,3,7,Critical,Different,Chicken,Regular,Animate,Y,1,L,1,No,,Expln
34,M,Edinburgh ,,,,,,,,57,4.75,4,No,"Eng, Polish",Polysemous,1B,7,8,Critical,Same,Glass,Irregular,Inanimate,Y,1,R,2,No,like coloured leaves,Expln
34,M,Edinburgh ,,,,,,,,57,4.75,4,No,"Eng, Polish",Polysemous,1B,11,9,Critical,Different,Horse,Regular,Animate,Y,1,L,1,No,,Expln
34,M,Edinburgh ,,,,,,,,57,4.75,4,No,"Eng, Polish",Polysemous,1B,4,10,Critical,Same,Chicken,Regular,Animate,Y,1,R,2,No,"[called Chicken drumsticks ""seaflowers""]",Expln
34,M,Edinburgh ,,,,,,,,57,4.75,4,No,"Eng, Polish",Polysemous,1B,8,11,Critical,Different,Glass,Irregular,Inanimate,N,0,R,2,No,,Expln
34,M,Edinburgh ,,,,,,,,57,4.75,4,No,"Eng, Polish",Polysemous,1B,12,12,Critical,Same,Horse,Regular,Animate,Y,1,R,2,No,it's got hairs (fur),Expln
35,M,Edinburgh ,,,,,,,,50,4.166666667,4,Yes,0,Non-Polysemous,1B Backwards,12,1,Critical,Different,Horse,,,N,1,L,1,No,idk,Expln
35,M,Edinburgh ,,,,,,,,50,4.166666667,4,Yes,0,Non-Polysemous,1B Backwards,8,2,Critical,Same,Glass,,,Y,0,L,1,No,,Expln
35,M,Edinburgh ,,,,,,,,50,4.166666667,4,Yes,0,Non-Polysemous,1B Backwards,4,3,Critical,Different,Chicken,,,Y,0,R,2,No,idk,Expln
35,M,Edinburgh ,,,,,,,,50,4.166666667,4,Yes,0,Non-Polysemous,1B Backwards,11,4,Critical,Same,Horse,,,N,1,R,2,No,,Expln
35,M,Edinburgh ,,,,,,,,50,4.166666667,4,Yes,0,Non-Polysemous,1B Backwards,7,5,Critical,Different,Glass,,,Y,0,R,2,No,,Expln
35,M,Edinburgh ,,,,,,,,50,4.166666667,4,Yes,0,Non-Polysemous,1B Backwards,3,6,Critical,Same,Chicken,,,Y,0,L,1,No,idk,Expln
35,M,Edinburgh ,,,,,,,,50,4.166666667,4,Yes,0,Non-Polysemous,1B Backwards,10,7,Critical,Different,Horse,,,Y,0,R,2,No,,Expln
35,M,Edinburgh ,,,,,,,,50,4.166666667,4,Yes,0,Non-Polysemous,1B Backwards,6,8,Critical,Same,Glass,,,N,1,R,2,No,,Expln
35,M,Edinburgh ,,,,,,,,50,4.166666667,4,Yes,0,Non-Polysemous,1B Backwards,2,9,Critical,Different,Chicken,,,Y,0,R,2,No,,Expln
35,M,Edinburgh ,,,,,,,,50,4.166666667,4,Yes,0,Non-Polysemous,1B Backwards,9,10,Critical,Same,Horse,,,N,1,R,2,No,idk,Expln
35,M,Edinburgh ,,,,,,,,50,4.166666667,4,Yes,0,Non-Polysemous,1B Backwards,5,11,Critical,Different,Glass,,,Y,0,R,2,No,,Expln
35,M,Edinburgh ,,,,,,,,50,4.166666667,4,Yes,0,Non-Polysemous,1B Backwards,1,12,Critical,Same,Chicken,,,N,1,R,2,No,,Expln
36,M,Edinburgh ,,,,,,,,47,3.916666667,3,No,"Eng, Spanish",Non-Polysemous,1B Backwards,12,1,Critical,Different,Horse,,,N,1,L,1,No,Didn't say anything. Pointed.,None
36,M,Edinburgh ,,,,,,,,47,3.916666667,3,No,"Eng, Spanish",Non-Polysemous,1B Backwards,8,2,Critical,Same,Glass,,,N,1,R,2,No,Didn't say anything. Pointed.,None
36,M,Edinburgh ,,,,,,,,47,3.916666667,3,No,"Eng, Spanish",Non-Polysemous,1B Backwards,4,3,Critical,Different,Chicken,,,Y,0,R,2,No,Didn't say anything. Pointed.,None
36,M,Edinburgh ,,,,,,,,47,3.916666667,3,No,"Eng, Spanish",Non-Polysemous,1B Backwards,11,4,Critical,Same,Horse,,,N,1,R,2,No,Didn't say anything. Pointed.,None
36,M,Edinburgh ,,,,,,,,47,3.916666667,3,No,"Eng, Spanish",Non-Polysemous,1B Backwards,7,5,Critical,Different,Glass,,,Y,0,R,2,No,Didn't say anything. Pointed.,None
36,M,Edinburgh ,,,,,,,,47,3.916666667,3,No,"Eng, Spanish",Non-Polysemous,1B Backwards,3,6,Critical,Same,Chicken,,,Y,0,L,1,No,Didn't say anything. Pointed.,None
36,M,Edinburgh ,,,,,,,,47,3.916666667,3,No,"Eng, Spanish",Non-Polysemous,1B Backwards,10,7,Critical,Different,Horse,,,N,1,L,1,No,Didn't say anything. Pointed.,None
36,M,Edinburgh ,,,,,,,,47,3.916666667,3,No,"Eng, Spanish",Non-Polysemous,1B Backwards,6,8,Critical,Same,Glass,,,N,1,R,2,No,Didn't say anything. Pointed.,None
36,M,Edinburgh ,,,,,,,,47,3.916666667,3,No,"Eng, Spanish",Non-Polysemous,1B Backwards,2,9,Critical,Different,Chicken,,,N,1,L,1,No,Didn't say anything. Pointed.,None
36,M,Edinburgh ,,,,,,,,47,3.916666667,3,No,"Eng, Spanish",Non-Polysemous,1B Backwards,9,10,Critical,Same,Horse,,,Y,0,L,1,No,Didn't say anything. Pointed.,None
36,M,Edinburgh ,,,,,,,,47,3.916666667,3,No,"Eng, Spanish",Non-Polysemous,1B Backwards,5,11,Critical,Different,Glass,,,N,1,L,1,No,Didn't say anything. Pointed.,None
36,M,Edinburgh ,,,,,,,,47,3.916666667,3,No,"Eng, Spanish",Non-Polysemous,1B Backwards,1,12,Critical,Same,Chicken,,,Y,0,L,1,No,Didn't say anything. Pointed.,None
37,M,Edinburgh ,,,,,,,,65,5.416666667,5,Yes,0,Polysemous,1A,1,1,Critical,Same,Chicken,Regular,Animate,Y,1,L,1,No,it eats bread,Expln
37,M,Edinburgh ,,,,,,,,65,5.416666667,5,Yes,0,Polysemous,1A,5,2,Critical,Different,Glass,Irregular,Inanimate,N,0,L,1,No,idk,Expln
37,M,Edinburgh ,,,,,,,,65,5.416666667,5,Yes,0,Polysemous,1A,9,3,Critical,Same,Horse,Regular,Animate,Y,1,L,1,No,,Expln
37,M,Edinburgh ,,,,,,,,65,5.416666667,5,Yes,0,Polysemous,1A,2,4,Critical,Different,Chicken,Regular,Animate,Y,1,R,2,No,to lay eggs,Expln
37,M,Edinburgh ,,,,,,,,65,5.416666667,5,Yes,0,Polysemous,1A,6,5,Critical,Same,Glass,Irregular,Inanimate,N,0,R,2,No,,Expln
37,M,Edinburgh ,,,,,,,,65,5.416666667,5,Yes,0,Polysemous,1A,10,6,Critical,Different,Horse,Regular,Animate,Y,1,R,2,No,,Expln
37,M,Edinburgh ,,,,,,,,65,5.416666667,5,Yes,0,Polysemous,1A,3,7,Critical,Same,Chicken,Regular,Animate,N,0,R,2,No,it's so fat,Expln
37,M,Edinburgh ,,,,,,,,65,5.416666667,5,Yes,0,Polysemous,1A,8,8,Critical,Different,Glass,Irregular,Inanimate,N,0,L,1,No,,Expln
37,M,Edinburgh ,,,,,,,,65,5.416666667,5,Yes,0,Polysemous,1A,11,9,Critical,Same,Horse,Regular,Animate,Y,1,L,1,No,,Expln
37,M,Edinburgh ,,,,,,,,65,5.416666667,5,Yes,0,Polysemous,1A,4,10,Critical,Different,Chicken,Regular,Animate,Y,1,R,2,No,idk,Expln
37,M,Edinburgh ,,,,,,,,65,5.416666667,5,Yes,0,Polysemous,1A,7,11,Critical,Same,Glass,Irregular,Inanimate,N,0,R,2,No,,Expln
37,M,Edinburgh ,,,,,,,,65,5.416666667,5,Yes,0,Polysemous,1A,12,12,Critical,Different,Horse,Regular,Animate,Y,1,R,2,No,,Expln
38,F,Edinburgh ,,,,,,,,53,4.416666667,4,Yes,0,Non-Polysemous,1A,1,1,Critical,Same,Chicken,,,N,1,L,1,No,,Expln
38,F,Edinburgh ,,,,,,,,53,4.416666667,4,Yes,0,Non-Polysemous,1A,5,2,Critical,Different,Glass,,,Y,0,L,1,No,they like it as a gift,Expln
38,F,Edinburgh ,,,,,,,,53,4.416666667,4,Yes,0,Non-Polysemous,1A,9,3,Critical,Same,Horse,,,N,1,R,1,No,,Expln
38,F,Edinburgh ,,,,,,,,53,4.416666667,4,Yes,0,Non-Polysemous,1A,2,4,Critical,Different,Chicken,,,Y,0,L,1,No,they like it warm,Expln
38,F,Edinburgh ,,,,,,,,53,4.416666667,4,Yes,0,Non-Polysemous,1A,6,5,Critical,Same,Glass,,,N,1,L,1,No,b/c Glass- maybe confused about picture? Just guessed?,Expln
38,F,Edinburgh ,,,,,,,,53,4.416666667,4,Yes,0,Non-Polysemous,1A,10,6,Critical,Different,Horse,,,N,1,L,2,No,idk,Expln
38,F,Edinburgh ,,,,,,,,53,4.416666667,4,Yes,0,Non-Polysemous,1A,3,7,Critical,Same,Chicken,,,N,1,L,1,No,,Expln
38,F,Edinburgh ,,,,,,,,53,4.416666667,4,Yes,0,Non-Polysemous,1A,7,8,Critical,Different,Glass,,,N,1,L,2,No,idk,Expln
38,F,Edinburgh ,,,,,,,,53,4.416666667,4,Yes,0,Non-Polysemous,1A,11,9,Critical,Same,Horse,,,Y,0,R,2,No,,Expln
38,F,Edinburgh ,,,,,,,,53,4.416666667,4,Yes,0,Non-Polysemous,1A,4,10,Critical,Different,Chicken,,,Y,0,L,1,No,,Expln
38,F,Edinburgh ,,,,,,,,53,4.416666667,4,Yes,0,Non-Polysemous,1A,8,11,Critical,Same,Glass,,,N,1,R,1,No,,Expln
38,F,Edinburgh ,,,,,,,,53,4.416666667,4,Yes,0,Non-Polysemous,1A,12,12,Critical,Different,Horse,,,Y,0,L,1,No,idk,Expln
39,M,Edinburgh ,,,,,,,,48,4,4,Yes,0,Non-Polysemous,1B,1,1,Critical,Different,Chicken,,,N,1,L,1,No,looks like,Expln
39,M,Edinburgh ,,,,,,,,48,4,4,Yes,0,Non-Polysemous,1B,5,2,Critical,Same,Glass,,,Y,0,L,1,No,"smart kid, but seemed tired maybe?",Expln
39,M,Edinburgh ,,,,,,,,48,4,4,Yes,0,Non-Polysemous,1B,9,3,Critical,Different,Horse,,,Y,0,R,2,No,idk,Expln
39,M,Edinburgh ,,,,,,,,48,4,4,Yes,0,Non-Polysemous,1B,2,4,Critical,Same,Chicken,,,N,1,R,2,No,looks like,Expln
39,M,Edinburgh ,,,,,,,,48,4,4,Yes,0,Non-Polysemous,1B,6,5,Critical,Different,Glass,,,N,1,L,1,No,looks like,Expln
39,M,Edinburgh ,,,,,,,,48,4,4,Yes,0,Non-Polysemous,1B,10,6,Critical,Same,Horse,,,N,1,R,2,No,,Expln
39,M,Edinburgh ,,,,,,,,48,4,4,Yes,0,Non-Polysemous,1B,3,7,Critical,Different,Chicken,,,Y,0,R,2,No,looks like,Expln
39,M,Edinburgh ,,,,,,,,48,4,4,Yes,0,Non-Polysemous,1B,7,8,Critical,Same,Glass,,,N,1,R,2,No,,Expln
39,M,Edinburgh ,,,,,,,,48,4,4,Yes,0,Non-Polysemous,1B,11,9,Critical,Different,Horse,,,N,1,L,1,No,,Expln
39,M,Edinburgh ,,,,,,,,48,4,4,Yes,0,Non-Polysemous,1B,4,10,Critical,Same,Chicken,,,N,1,R,2,No,looks like,Expln
39,M,Edinburgh ,,,,,,,,48,4,4,Yes,0,Non-Polysemous,1B,8,11,Critical,Different,Glass,,,N,1,L,1,No,,Expln
39,M,Edinburgh ,,,,,,,,48,4,4,Yes,0,Non-Polysemous,1B,12,12,Critical,Same,Horse,,,N,1,R,2,No,looks like,Expln
40,F,Edinburgh ,,,,,,,,51,4.25,4,Yes,0,Polysemous,1B,1,1,Critical,Different,Chicken,Regular,Animate,N,0,R,2,No,they do,Expln
40,F,Edinburgh ,,,,,,,,51,4.25,4,Yes,0,Polysemous,1B,5,2,Critical,Same,Glass,Irregular,Inanimate,Y,1,R,2,No,,Expln
40,F,Edinburgh ,,,,,,,,51,4.25,4,Yes,0,Polysemous,1B,9,3,Critical,Different,Horse,Regular,Animate,N,0,R,2,No,it does,Expln
40,F,Edinburgh ,,,,,,,,51,4.25,4,Yes,0,Polysemous,1B,2,4,Critical,Same,Chicken,Regular,Animate,Y,1,R,2,No,we don't have a Chicken or a duck (??),Expln
40,F,Edinburgh ,,,,,,,,51,4.25,4,Yes,0,Polysemous,1B,6,5,Critical,Different,Glass,Irregular,Inanimate,N,0,R,2,No,it does,Expln
40,F,Edinburgh ,,,,,,,,51,4.25,4,Yes,0,Polysemous,1B,10,6,Critical,Same,Horse,Regular,Animate,N,0,L,1,No,it does,Expln
40,F,Edinburgh ,,,,,,,,51,4.25,4,Yes,0,Polysemous,1B,3,7,Critical,Different,Chicken,Regular,Animate,Y,1,L,1,No,,Expln
40,F,Edinburgh ,,,,,,,,51,4.25,4,Yes,0,Polysemous,1B,7,8,Critical,Same,Glass,Irregular,Inanimate,N,0,L,1,No,it does,Expln
40,F,Edinburgh ,,,,,,,,51,4.25,4,Yes,0,Polysemous,1B,11,9,Critical,Different,Horse,Regular,Animate,Y,1,L,1,No,it has stripes,Expln
40,F,Edinburgh ,,,,,,,,51,4.25,4,Yes,0,Polysemous,1B,4,10,Critical,Same,Chicken,Regular,Animate,Y,1,R,2,No,it's so cold you can put it in the mountains,Expln
40,F,Edinburgh ,,,,,,,,51,4.25,4,Yes,0,Polysemous,1B,8,11,Critical,Different,Glass,Irregular,Inanimate,Y,1,L,1,No,,Expln
40,F,Edinburgh ,,,,,,,,51,4.25,4,Yes,0,Polysemous,1B,12,12,Critical,Same,Horse,Regular,Animate,Y,1,R,2,No,it does,Expln
41,F,Edinburgh ,,,,,,,,51,4.25,4,Yes,0,Non-Polysemous,1A Backwards,12,1,Critical,Different,Horse,,,N,1,R,1,No,,Expln
41,F,Edinburgh ,,,,,,,,51,4.25,4,Yes,0,Non-Polysemous,1A Backwards,8,2,Critical,Same,Glass,,,N,1,L,2,No,,Expln
41,F,Edinburgh ,,,,,,,,51,4.25,4,Yes,0,Non-Polysemous,1A Backwards,4,3,Critical,Different,Chicken,,,Y,0,L,2,No,it does,Expln
41,F,Edinburgh ,,,,,,,,51,4.25,4,Yes,0,Non-Polysemous,1A Backwards,11,4,Critical,Same,Horse,,,Y,0,R,1,No,they are,Expln
41,F,Edinburgh ,,,,,,,,51,4.25,4,Yes,0,Non-Polysemous,1A Backwards,7,5,Critical,Different,Glass,,,N,1,R,1,No,,Expln
41,F,Edinburgh ,,,,,,,,51,4.25,4,Yes,0,Non-Polysemous,1A Backwards,3,6,Critical,Same,Chicken,,,N,1,L,2,No,,Expln
41,F,Edinburgh ,,,,,,,,51,4.25,4,Yes,0,Non-Polysemous,1A Backwards,10,7,Critical,Different,Horse,,,N,1,R,1,No,,Expln
41,F,Edinburgh ,,,,,,,,51,4.25,4,Yes,0,Non-Polysemous,1A Backwards,6,8,Critical,Same,Glass,,,N,1,L,2,No,,Expln
41,F,Edinburgh ,,,,,,,,51,4.25,4,Yes,0,Non-Polysemous,1A Backwards,2,9,Critical,Different,Chicken,,,N,1,R,1,No,,Expln
41,F,Edinburgh ,,,,,,,,51,4.25,4,Yes,0,Non-Polysemous,1A Backwards,9,10,Critical,Same,Horse,,,N,1,L,2,No,,Expln
41,F,Edinburgh ,,,,,,,,51,4.25,4,Yes,0,Non-Polysemous,1A Backwards,5,11,Critical,Different,Glass,,,Y,0,L,2,No,it does,Expln
41,F,Edinburgh ,,,,,,,,51,4.25,4,Yes,0,Non-Polysemous,1A Backwards,1,12,Critical,Same,Chicken,,,Y,0,R,1,No,,Expln
42,F,Edinburgh ,,,,,,,,48,4,4,Yes,0,Polysemous,1A Backwards,12,1,Critical,Different,Horse,Regular,Animate,Y,1,L,1,No,because it's a Horse,Expln
42,F,Edinburgh ,,,,,,,,48,4,4,Yes,0,Polysemous,1A Backwards,8,2,Critical,Same,Glass,Irregular,Inanimate,N,0,L,1,No,,Expln
42,F,Edinburgh ,,,,,,,,48,4,4,Yes,0,Polysemous,1A Backwards,4,3,Critical,Different,Chicken,Regular,Animate,Y,1,L,1,No,because they live outside,Expln
